Grupo de Producto;Producto;Código Barras;Stock;Costo Neto Prom. Unitario;Precio Venta 
;MAMADERA PATITO DE VIDRIO 35 ML MARY CELESTE;7805854000106;0;0;2000
;MAMADERA PATITO DE VIDRIO 35ML;7805854000434;0;0;2000
;MAMADERA SIMONDS CON MANGO 270 ML;7804945002494;0;0;3500
;MAMADERA TOP KIDS 280ML;6927804581051;0;0;2500
;MAMADERA VIDRIO BEST HOUSE X120ML;7806125581010;0;0;2000
;MAMADERAS TOP KIDS 1UNI;765439876489;0;0;2500
;MANTECA DE CACAO COCO VALMA 1UND;7800044000676;10;0;1000
;MANTECA DE CACAO DE PLATANO;7800044000683;0;0;1000
;MANTECA DE CACAO FRUTILLA BARRA LAB MAV 1UNI;7800044000669;15;0;1000
;MANTECA DE CACAO. BARRA LABIAL.;7800044000249;16;0;1000
;MANZANILLA FLOR MATERIA PRIMA 7G;7805357004212;53;0;800
;MAQUI PRO VITAMINA C + VITAMINA E 5MG + 5MG X120CAPS LAB. AURA VITAL;7803319004546;0;0;5300
;MAQUINA AFEITAR SAFETY RAZOR;6941819748773;0;0;2000
;MAQUINA DE AFEITAR BIC ADVANCE 3;070330717565;0;0;1000
;MAQUINA DE AFEITAR HOMBRE X2 UNIDADES 3 HOJAS;070330717527;0;0;2000
;MAQUINA DE AFEITAR MUJER X2 UNIDADES;070330731769;0;0;2000
;MAQUINA DE AFEITAR SOLEIL MUJER;070330731806;0;0;1000
;MAQUINA DE AFEITAR WILKINSON X2;78016118;0;0;500
;MAQUINA GILLETTE VENUS INTIMA;7500435230599;0;0;1500
;MAQUINA SCHICK QUATTRO YOU ALOE x 4 UND;841058022442;0;0;6000
;MAREAMIN DIMENHIDRINATO 100MG X20COMP. EUROFARMA;7800046004849;39;0;4000
;MASCARA 24H EFECTO FALSE LASH DOLCE BELLA;7709312398722;0;0;3000
;MASCARA CAPILAR MATIZADORA VIOLETA 300G BELKIT PREMIUM;7898466608242;0;0;15000
;MASCARA DE PESTANAS A PRUEBA DE AGUA;FVMPAAP;0;0;3000
;MASCARA DE PESTANAS FIBER LASH DOLCE BELLA 10ML;7709631362169;0;0;3000
;MASCARA DE PESTANAS MAYBELLINE BIG SHOT VOLUM EXPRESS;41554493856;0;0;10000
;MASCARA DE PESTANAS VOGUE AMOR A PRIMERA VISTA WP 9G;7509552840261;0;0;5500
;MASCARA DE PESTANAS. PRUEBA AGUA 12G PREFACE;FVMPPAP;0;0;4500
;MASCARA EXPLOSIVE LASH LONG DEFINE 9 GR PZZO;7804907932838;0;0;5000
;MASCARA PESTANA DE MUNECA 9G VOGUE;7702433228862;0;0;4000
;MASCARA PESTANA LASH PARADISE WATERPROOF 6.4ML LOREAL;3600523591831;0;0;12500
;MASCARA PESTANAS LOREAL AIR MEGA VOLUME 9.4ML;30179493;0;0;10000
;MASCARA PESTANAS VOLUMEN Y DEFINICION 21.5G DOLCE BELLA;7708133635382;0;0;2500
;MASCARILLA 3 PLIEGUES INFANTIL CELESTE 50UND;65673133;0;0;3500
;MASCARILLA REPARACION ELVIVE X300G LOREAL;7509552903362;0;0;5000
;MATICO COMPUESTO T.M COMP. KNOP;2010120020008;0;0;3500
;MATICO+ ALOE + CALENDULA;7805357007992;0;0;7500
;MATICO+CALENDULA + ARNICA;7803504005709;0;0;5000
;MAXIMA FIJACION COREGA;7501065025654;0;0;12000
;MAYB.MASC. LS SKY WPBL;041554590913;3;0;12500
;MAYBELLINE COLOR SENSATIONAL MATTE LIPSTICK 665 4.2G;41554429909;0;0;5000
;MAYBELLINE LAB.MATTE INK 55-DRIVER 5ML;41554543698;0;0;7500
;MAYBELLINE LIPSTICK PLUM FOR ME 388 4.2G;3600531543334;0;0;5500
;MAYBELLINE MASCARA DE PESTANAS COLOSSAL NEGRO WATERPROOF;41554197044;0;0;11000
;MAYBELLINE MASCARA PESTANAS X6ML LOREAL;41554590913;0;0;12500
;MAYBELLINE SUPER STAY 24H 005 1.8G;41554237726;0;0;8500
;MAYBELLINE SUPERSTAY FULL COVERAGE 24H FOUNDATION 334;41554541502;0;0;10000
;MAYN. MASC.LS SKY BLAC;041554590500;3;0;12500
;MAYON CREMA ADHESIVA X30 GRS LAB. MAYON;7804972313051;0;0;4000
;MEBENDAZOL 100MG X6COMP LAB. MILAB;7800063110905;5;0;1000
;MED+S CEROTTO M 5X5CM;8000246003690;0;0;2500
;MEDIAS ANTI-EMBOLIA;4717237992621;0;0;7000
;MEDICAPS 130ML;7804651931248;18;0;9500
;MEDICASP SHAMPOO KETOCONAZOL 1G X130ML LAB. GENNOMA;650240007019;15;0;9500
;MEDIDOR DE GLUCOSA;384840518803;0;0;18000
;MEDITERRANEO ANTONIO BANDERAS;8411061705919;0;0;19000
;MEDS FAMACEROTTO SUTURA ESTERIL 6.4x76MM 2UND ZABBAN;8000246003911;0;0;3000
;MEDS FARMACEROTTO VENDITA CON GAZA ANTIADHERENTE 12UND ZABBAN;8000246003799;0;0;2000
;MEDS FARMACEROTTO VENDITA GAZA ANTIADHERENTE 20UND GABBAN;8000246003782;0;0;2500
;MEDS FARMACEROTTO VENDITA GAZA ANTIADHERENTE 40UND GABBAN;8000246003812;0;0;2500
;MEDS PROTECT FILM ADHESIVO ESTERIL TRANSPARENTE IMPERMEABLE AL AL AGUA 100UND 6CMX7CM LAB ROKYMEDS;75613048303063;0;0;600
;MEDS TEJIDO HIPOALERGENICO FIJACION DE APOSITOS 10X10CM FARMATNT;8000246004130;0;0;8000
;MELATONINA 3MG ML GOTAS CIRCALIFE;7803501004422;10;0;6000
;MELATONINA CAPS. 3MG CURAESPRING;7804673040447;27;0;1500
;MELIPASS 24 CAPSULAS;7803504000247;19;0;3000
;MELIPASS MELISSA OFFICINALIS L-PASSIFLORA COERULEA L 127,5 MG-127,5 MG 60 CAPSULAS LAB. KNOP;7803504000254;60;0;3500
;MELISA T.M. COMP. KNOP;7803504001756;0;0;3500
;MELISSA MEDICAMENTO HOMEOPATICO 30ML LAB KNOP;7803504001701;8;0;6500
;MELOXICAM 15MG X10COMP OPKO B;7804620835164;2;0;1000
;MEMANTINA CLORHIDRATO 20 MG. 30COMP. PHARMATECH;5290931032187;0;0;9500
;MEMANVITAE MEMANTINA CLORHIDRATO 10MG X56COMP LAB. GALENICUM;7804653720642;0;0;14000
;MEMANVITAE MEMANTINA CLORHIDRATO 20MG X56 COMP. GALENICUM B;8437020503198;0;0;19000
;MEMIKARE COMPRIMIDOS 10MG X30COMP. DR. REDDYS B;7804667110279;7;0;6000
;MENTALOL LATA UNGUENTO 12 GR. LAB. PORTUGAL;78022522;0;0;1000
;MENTH.ANALGESICO DENTAL SOLUCION TOPICA 3.7 ML.;3107420076404;0;0;7500
;MENTHOLATUM 85 GRS.;7759307541824;0;0;5000
;MENTHOLATUM INHALADOR NASAL;10742206011;0;0;3500
;MENTHOLATUM INHALADOR NASAL;75643596569269;0;0;3500
;MENTHOLATUM TARRO 30GR HOFMANN;77500403;0;0;3000
;MENTHOLATUM UNGUENTO DE USO EXTERNO X36GR HOFMANN;78026537;0;0;3000
;MENTHOLATUM UNGUENTO USO EXTERNO X12GR HOFMANN;78037830;0;0;1000
;MENTIX 200 MEDAFINILO 200MG X30COMP LAB. MEGALABS;7730698014784;0;0;36000
;MENTIX MODAFINILO 100MG X30COMP. LAB.MEGALABS;7730698014777;0;0;24000
;MEPROKEM METOPROLOL TARTRATO 25MG X30CAPS LAB. ASCEND;7804650885863;0;0;10000
;MERPAL DICLOFENACO DIETILAMINA 1.16 SPRAY X110ML PRATER;7804918500040;26;0;6500
;MERPAL GOTAS ORALES DICLOFENACO RESINATO 15MGML X20ML PRATER;7804918402313;23;0;3500
;MERPAL SO DICLOFENACO ACIDO LIBRE 18MGML 120ML PRATER;7804918500668;0;0;10000
;MESALAZINA 500MG X100COMP LAB. HUONS;7809605500099;0;0;45000
;MESIGYNA SOL. INYECTABLE 1 JERINGA PRELLENADA;7501303494471;0;0;12000
;META MUCIL POLVO SUSPENSION ORAL FIBRA X174G;7506339351279;1;0;12000
;META MUSIL SABOR NARANJA 425G;7506339351286;3;0;12000
;METAMIZOL SODICO 1G 5 AMPOLLAS LAB. BIOSANO;7800061001236;2;0;3000
;METAMIZOL SODICO COMPRIMIDOS 300 mg X 20;7800063116716;58;0;1000
;METAMIZOL SODICO DIPIRONA 300GRS;75917907398696;0;0;500
;METAMIZOL SODICO DIPIRONA 300MG 20COMPVALMA B;7800044001444;0;0;1000
;METAMIZOL SODICO MONOHIDRATADO-dipirona- 300 MG. 20 COMP.;7800063116715;0;0;1000
;METFORMINA 850MG X30COMP LAB. ANDROMACO;7800018000541;0;0;1000
;METFORMINA CLORHIDRATO + GLIBENCLAMIDA METFORMINA CLORHIDRATO + GLIBENCLAMIDA 500MG + 5MG X30MIN LA;7801000000761;0;0;3500
;METFORMINA CLORHIDRATO 750MG 30 COMPRIMIDOS;8902281614438;0;0;4000
;METFORMINA CLORHIDRATO 850 MG 60 COMPRIMIDOS;7800018000664;0;0;2500
;METFORMINA CLORHIDRATO 850MG X30COMP ASCEND B;7804650880226;0;0;1000
;METILDOPA 250MG X20COMP LAB. LCH;7800007122384;0;0;4000
;METOCLOPRAMIDA CLORHIDRATO 24COMP LCH 10MG;7800007153937;0;0;1000
;METORENE CLORTALIDONA 12.5 MG X30 COMP LAB. MEGALABS;7800059006922;0;0;5000
;metotrexato 2.5 mg;7800063001371;0;0;17000
;METRONIDAZOL 075 GEL. 30G;7804640560565;0;0;3000
;METRONIDAZOL 10 OVUL LCH 500MG;7800007142306;0;0;2000
;METRONIDAZOL 500MG X10OVULOS LAB. OPES;7800086812107;0;0;2000
;METROPAST METRONIDAZOL 500 MG. X10 COMP. LAB. PASTEUR;7800068013508;28;0;6000
;METROPAST METRONIDAZOL 500MG X20COMP. LAB. PASTEUR;7800068013515;29;0;10000
;METROPAST OVULOS 500 MG.;7800068013461;0;0;10000
;MIA TOALLITAS DESMAQUILLADORAS WATERPROOF X25UNIDADES LAB. SOCOFAR;7805633021469;0;0;1500
;MIA TOALLITAS DESMAQUILLANTES;7805633021483;0;0;1000
;MICOLAC AMOROLFINA 5G 3.0ML LAB. FOUCHARD;7804612011705;0;0;18000
;MICOLIS ECONAZOL NITRATO 1% X20G LAB. MEGALABS;7861148021745;0;0;8500
;MICROPIROX CICLOPIROX OLAMINA 1%;7795373013322;0;0;13000
;MICROPORE 3M;7805070401114;0;0;8500
;MICROSER BETAHISTINA DICLORHIDRATO 24MG 30 COMPRIMIDOS;7800055001037;0;0;25000
;MICROSER BETAHISTINA DICLORHIDRATO 8MG X30COMP LAB. GRUNENTHAL;7800055000375;0;0;30000
;MIGHTY PARCHE ACNE DUO X 12 UN X LABHERO;850007468002;2;0;10000
;MIGRA - NEFERSIL OFERTACLONIXINATO + ERGOTAMINA 125MG + 1 MG X10 COMP. LAB. MEGALAB;7730969301339;0;0;6500
;MIGRAPLEX CEFALEA MIGRAÑA 30 COMP. LAB. KNOP;7803504003095;0;0;3500
;MILLEF CARE CERA MICROONDAS X180;7804923025248;11;0;6000
;MILLEF CARE CREMA DEPILATORIA X100;7804923025187;4;0;5500
;MILLEF SOFT BAND FAC 16UND;7804923025071;2;0;4500
;MILLEFIORI CREMA DEPILADORA 20G;7804923025194;8;0;4000
;MINI PASTILLERO 7 DIAS BH;6921199300259;0;0;2500
;MINITABS CIRUELAX CASSIA ANGUSTIFOLIA 75MG X100COMP LAB. GARDEN HOUSE;7803510002266;6;0;6500
;MINITABS CIRUELAX CASSIA ANGUSTIFOLIA 75MG X20COMP LAB. GARDEN HOUSE;7803510002129;1;0;2500
;MINTALUB CREMA DERMICA X35MG MINLAB;7800063360195;0;0;3000
;MINTAVIT VITAMINA C MAS.FR.500MG 32COMP;7800063004631;95;0;2000
;MIRAGRAN NARATRIPTAN 2.5MG X10COMP LAB. ROYAL PHARMA;7800059006052;0;0;11000
;MIRTAVIAE MIRTAZAPINA 30MG X30COMP LAB. GALENICUM;8437020503426;1;0;21000
;MIRTAZAPINA 30 COMP. 15 MG. LAB. CHILE;7800007811189;0;0;8500
;MODAVITAE 100 MG MODAFINILO 100 MG;8437020503204;0;0;17500
;MODAVITAE MODAFINILO 200 MG. 30 COMP. LAB. GALENICUM B;8437020503211;0;0;25000
;MODILCASS IMQUIMOD 5.0G X10G LAB. CASSARA;7795373019768;0;0;34000
;MODUMIQ IMIQUIMOD 5G X3G LAB. LAZAR;7795347982937;0;0;15000
;MOKIT OF SOL NASAL V/DOS X50ML;7804918452608;30;0;3500
;MOMENTA OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA 40MG + 12.5MG X30COMP LAB. EUROFARM;7891317023140;0;0;9000
;MOMENTA OLMESARTAN MEDOXOMILO 40MG X30COMP LAB. EUROFARM;7891317018474;0;0;9000
;MOMENTA TODALAFILO USO ADULTO 5 MG. 30 COMP. LAB. EUROFARMA;7891317027742;0;0;10000
;MONDRIAN ANFEBUTAMONA 150MG;7800018124056;0;0;14500
;MONEZ MOMETAZONA FUROATO SUSP. NASAL SPRAY 50 MCG 140 DOSIS LAB. CHILE;7800007801708;0;0;15000
;MONKAST MONTELUKAST 10MG X28COMP LAB. PASTEUR;7800068010873;0;0;15000
;MONSTER ENERGY GUARANA X473ML;70847009511;0;0;2000
;MONSTER ENERGY ULTRA GOLD SIN AZUCAR X473ML;70847031406;0;0;2000
;MONSTER ENERGY ULTRA SIN AZUCAR X473ML;70847021964;0;0;2000
;MONSTER MANGO LOCO ENERGY X473ML;70847035800;0;0;2000
;MONSTER ULTRA PARADISE SIN AZUCAR X473ML;70847035206;0;0;2000
;MONTEKULAST 10MG X30COMP LAB. SEVEN PHARMA;8903726195529;27;0;5000
;MONTEKULAST 5MG X30COMP LAB. SEVEN PHARMA B;8903726192368;38;0;6800
;MONTELUKAST 4MG X30COMP. LAB. SEVEN PHARMA;8903726192696;4;0;6500
;MONTELUKAST LCH 10MG;7800007810571;22;0;3500
;MONTICINA 15G;7800063360096;0;0;4000
;MORDEDOR ENFRIABLE 3M+;8850217715561;8;0;2500
;MORENA DIABETES MEDICAMENTO HOMEOPATICO X50COMP LAB. KNOP;7803504001763;0;0;4000
;MORINGA ANCESTR 120CAP VALL-SOL 42G;5854010753266;0;0;12500
;MOSTAZA MOLIDA MATERIA PRIMA 30GR;7805357001006;0;0;1500
;MOUSSE DUO 160 ML ACONDICIONADOR Y FIJADOR;7804947000597;4;0;3500
;MOUSSE MODERNA FIJACION RIZZO STYLING 320ML;7804947000580;0;0;3000
;MOVIGIL MODAFILINO 100 MG. 30 COMP.;7800028001330;0;0;26000
;MOVIGIL MODAFINILO 200MG BAGO;7800028001347;0;0;33000
;MOXIFLOXACINO 400MG X10COMP LAB. DE CHILE;7800007804006;0;0;12000
;MT AGUJA HIPODERMICA ESTERIL 23 GRS. X 1 100 UNDS. MEDICALT;465800300048;0;0;100
;MUCIVIL  SOL. TOPICO 1 %  TERBINAFINA CLORHIDRATO  20 ML.  1 UND.   LAB. PRATER;7804918500576;0;0;6000
;MUCIVIL GOTAS X15ML;7804918500088;2;0;2500
;MUCIVIL S. TOPICA 1% TERBINAFINA CLORHIDRATO 15 ML 1 UND. LAB. PRATER;75613044006601;0;0;3000
;MUCIVIL TERBINAFINA 250 MG. X30 COMP. LAB. PRATER;7804918500354;0;0;7500
;MULTI-VIT BEAPHAR;8711231114283;0;0;11000
;MULTIFLORA 8 ML GOTAS PROBIOTICAS;7800059005055;8;0;17000
;MULTIFLORA ADVANCE PROBIOTICOS 2X10UFC X30CAPS MEGALABS;5027314498625;0;0;21000
;MULTIFLORA ATB PROBIOTICOS 15G X30CAPS LAB. MEGALABS;7800059006281;0;0;25000
;MULTIFLORA D CON VIT.D 8ML;7800059006991;0;0;17000
;MULTIFLORA PLUS PROBIOTICOS 1 x 10 30 CAP. LAB. MEGALABS;5027314502940;20;0;18000
;MULTIFLORA PROBIOTICOS X14SACHETS LAB. MEGALABS;5027314502964;0;0;17000
;MULTIVITAMINAS EFERVESCENTE. 20 TABS. EFERVESCENTES.;7804671180190;46;0;3960
;MULTIVITAMINICO 30 TAB;7805633022800;0;0;4000
;MULTIVITAMINICO HOMBRE 30 COMP LAB. SPRINGLIFE;7805633022824;5;0;3500
;MULTIVITAMINICO HOMBRE SAB. NARANJA SPRINGLIFE;7805633027393;2;0;11000
;MULTIVITAMINICO HOMBRE X60CAP LAB. SPRINGLIFE;737186534196;0;0;5000
;MULTIVITAMINICO X30 CAPS SPRINGLIFE;7805633029090;0;0;3000
;MUNO 5 SUPLEMENTO ALIMENTARIO X30 CAPS LAB. AXON PHARMA;7804651290291;21;0;11000
;MUNO PROBIOTICOS X10ML LAB. AXON PHARMA;7804651290345;0;0;19000
;MUNO SUPLEMENTO ALIMENTARIO 30 STICKS LAB. AXON PHARMA;7804651290109;0;0;27000
;MUNO SUPLEMENTO ALIMENTARIO START PROBIOTICOS+VITAMINAS 400UI X30SOBRES AXON PHARMA;7804651290321;0;0;23000
;MUNO SUPLEMENTO ALIMENTARIO X30 COMP. LAB. AXON PHARMA;7804651290338;0;0;14000
;MUPAX MUPIROCINA 2G X7.5G LAB. LAZAR;7795347982890;0;0;5000
;MUPIROCINA UNGUENTO TOPICO X15G 2 HOSPIFARMA;7804640560534;0;0;4500
;MUXOL PEDIATRICO AMBROXOL CLORHIDRATO 15 MG X100ML LAB. SAVAL;7800060009738;12;0;4000
;NAFAZOLINA HCL+ ANTAZOLINA FOSFATO. SOL. OFTALMICA 10 ML. OFTALIRIO;7800060003606;0;0;9000
;NAFTALINA 9 BOLITAS;8862233777881;0;0;1500
;NAIL CLIPPER BEAUTY;8424559090138;0;0;1500
;NAIL POLISH 100 BEAUTY;7805633023562;0;0;1500
;NAN 1 L.COMFORTIS 0 A 6 M 800GR;7506475116800;0;0;24000
;NAN 1 OPTIPRO 5HMO 0 A 6M 800G. NESTLE;7506475116961;1;0;32000
;NAN 2 L CONFORTIS FORM INFANT X 800 GR;7506475116794;0;0;19000
;NAN 2 OPTIPRO 5HMO 800G NESTLE;7506475116954;7;0;27000
;NAN EXPERTPRO COMFORT 3 HMO 800GR;7613039819333;0;0;28000
;NAN OPTI PRO 3;7501059232877;0;0;32000
;NANB 2 CONTINUACION X800G;8445291357891;9;0;14000
;NAPHCON-A NAFAZOLINA CLORHIDRATO FENIRAMINA MALEATO;7896548134825;0;0;55000
;NAPROXENO SODICO 10COMP LCH 550MG;7800007176394;0;0;1500
;NARIKLIN ASPIRADOR NASAL INFANTIL VAICO MEDICAL;4711436400208;3;0;6000
;NARTAN NARATRIPTAN 2.5MG X10COMP LABORATORIO CHILE;7800007790651;0;0;13000
;NARTAN NARATRIPTAN 2.5mg2 COMP.;7800007790736;0;0;5000
;NASIVIN CLORURO DE SODIO + GLICEROL 0.65G + 1 G 30ML LAB. MERCK;7501298211367;0;0;12000
;NASOLVER JARABE X100ML MINTLAB;7800063000794;0;0;3500
;NASONEX MOMETASONA FUROATO 50mcg 140DOSIS LAB. ORGANON;7707213871269;0;0;23000
;NASTIZOL COMPOSITUM x 6 comprimidos -Bago-;7800028001231;0;0;1000
;NASTIZOL PARACETAMOL + 120 MG + PSEUDOEFEDRINA 7.5 MG + CLORFENAMINA. 15 ML. GOTAS LAB.BAGO;7800028000852;21;0;10800
;NASTIZOL PARACETAMOL + CLORFENAMINA MALEATO + PSEUDOEFEDRINA 500MG + 4MG + 60MG X10COMP LAB. BAGO;7800028210602;0;0;3500
;NASTIZOL PARACETAMOL + CLORFENAMINA MALEATO + PSEUDOEFEDRINA SULFATO 125MG + 2MG + 30MG X100ML LAB.;7800028210350;0;0;9500
;NASTIZOL PSEUDOEFEDRINA SULFATO+CLORFENAMINA MALEATO 30MG+1MG X15ML LAB. BAGO;7800028310296;10;0;10000
;NASTUL COMPUESTO 10. COMP. LAB. CHEMO;7800041047605;11;0;2000
;NASTUL PARACETAMOL + PSEDOEFEDRINA SULFATO + CLORFENAMINA MALEATO 125MG + 30MG + 2MG X100ML LAB. CH;7800041047629;59;0;3000
;NASTUL SOLUCION GOTAS ORALES X15ML CHEMA;7800041047643;30;0;5500
;NATICARE PRE SUPLEMENTO ALIMENTARIO X30CAP LAB. ITF;7809591401936;0;0;9000
;NATICARE SUPRA X30COMP ITF;7809591402506;1;0;12000
;NATURA LIST STEVIA ENDULSADO EN BASE DE STEVIA Y SUCRALOSA X270ML LAB PRATER;7804918401651;0;0;2500
;NATURALIST STEVIA TAB X 500 ENDULZANTE;7804918401248;0;0;4000
;NATURALIST SUCRALOSA X500 TAB ENDULZANTE;7804918401606;0;0;2000
;NATURELLA CON ALAS  X 8;7506309895208;0;0;1000
;NATURELLA CUID NOT.EXL 8;7506339394719;0;0;1500
;NAZTIZOL 10COMPRIMIDOS;SDLFJSDI;0;0;3500
;NEBIVITAE NOBIVOLOL 5MG X28COMP LAB. GALENICUM;7804653720567;7;0;9000
;NEFERSIL CLONIXINATO DE LISINA 5G X50G LAB. MEGALABS;7730698001159;0;0;13500
;NEFEX DUO DUTASTERIDA + TAMSULOSINA CLORHIDRATO 0.5MG + 0.4MG X30CAPS LAB. OPKO;7804620835607;0;0;17000
;NEOMICINA 12COMP LCH 500MG;7800007122629;0;0;6500
;NEPOKARE DONEPEZILO CLORHIDRATO 10MG X30COMP LAB. DR.REDDYS;7804667110286;0;0;19000
;NERVOHEEL 50 COMPRIMIDOS SUBLINGUALES;7809561400082;10;0;17000
;NESSUCAR POLVO X 500 GR;7891000299265;2;0;8500
;NEUMOCORT PLUS BUDESONIDA + FORMOTEROL 160MCG + 4,5 INH 150DOSIS LAB CASSARA;7795373024458;3;0;35000
;NEUREXAN COMP SUBLINGUALES X50UND HEEL;7809561400945;0;0;14000
;NEUROBION DC;76125502330528;12;0;20000
;NEUROBION VITAMINAS B1 + B6 + B12 100MG + 100MG + 10MG X3 JERINGAS LAB. DOBLE CAMARA;7501298223803;0;0;20000
;NEUROBIONTA ADVANCE 30 COMP. RECUBIERTOS;7800435221035;0;0;20000
;NEUTROGENA ACIDO HIALURONICO HYDRO BOOST WATER GEL HIDRATANTE X50G JJ;7891010882983;10;0;11000
;NEUTROGENA FACE CARE INTENSIVE;7891010253844;0;0;7000
;NEUTROGENA GEL;7891010882990;3;0;11000
;NEUTROGENA HYDRO BOOST ACIDO HIALURONICO X50G KENVUE;7891010255725;2;0;7000
;NEUTROGENA MAKEUP REVOMER X25TOALLAS;70501053553;0;0;3000
;NEUTROGENA TOALLITAS DESMAQUILLANTES X25 UND.;070501051054;0;0;3000
;NEVINEX 75 PREGABALINA 75MGX30 CAPS LAB OPKO;7804620834396;19;0;2000
;NEXCAR CINTA QUIRURGICA DE PAPEL COLOR BLAN 124.4;7702098004146;0;0;6000
;NEXCARE 3M VENDITAS IMPERMEABLES 6UND. NEXCARE;51131223196;0;0;3500
;NEXCARE APOSITO ADHESIVO PIEL SENCIBLE 4.1CM X 6.7CM X3UND. 3M;7805070024634;0;0;6500
;NEXCARE BANDITAS TRANSPARENTES X10UND. 3M;51131223912;0;0;2000
;NEXCARE BOTIQUIN EVOLUTION 22PIEZAS 3M;7805070024528;3;0;9000
;NEXCARE CINTA QUIRURGICA DE PAPEL 24MM 3M;7702098004184;0;0;7000
;NEXCARE COBAN VENDA AUTO ADHERENTE 75MMX4.5M X1UND 3M;7805070401312;0;0;7500
;NEXCARE CURACION AVANZADA;051131223196;0;0;3500
;NEXCARE GASA SUAVE Y RESISTENTE 10X10CM. X6UND. 3M;7805070002779;0;0;1900
;NEXCARE GAZA SUAVE Y RESISTENTE 6 GASAS 3M;7805070002786;0;0;2500
;NEXCARE LIMP. HERIDAS 200ML 3M;7805070008207;1;0;3500
;NEXCARE PARCHE OCULAR ADULTO 5UND. 3M;7805070024757;0;0;3500
;NEXCARE PARCHE OCULAR PIEL SENCIBLE ADULTO 14UND. 3M;7805070024641;1;0;9500
;NEXCARE PARCHE OCULAR PIEL SENSIBLE NIÑOS 14UND. 3M;7805070024658;2;0;10000
;NEXCARE PARCHES DE ESPUMA ACOLCHADA X15UND 3M;7805070023941;0;0;4500
;NEXCARE SUTURAS ADHESIVAS 6MMX75MM 9UND. 3M;7805070024597;0;0;9000
;NEXCARE TAPONES DE OIDO CON ESTUCHE;NEXTAPO;0;0;5000
;NEXCARE TAPONES DE OIDO REUTILIZABLE X1 PAR 3M;7805070972362;0;0;5000
;NEXCARE TEGADERM 3 APOSITOS TRASPARENTES 6CMX7CM 3M;51131224971;0;0;6000
;NEXCARE TEGADERM APOSITO TRANSPARENTE 6CM X 7CM X3UND. 3M;7805070024566;0;0;6500
;NEXCARE VENDITAS CON GEL QUE AYUDA ALIOVIAR EL DOLOR X6UND. 3M;51131224131;0;0;3500
;NEXGARD 10 A 25KG COMPRIMIDOS MASTICALES PARA PERROS;7809599501515;0;0;6000
;NEXGARD AFOXOLANER 11.3MG PULGAS GARRAPATAS Y ACAROS 2 A 4KG 1COMP. MASTICABLES XXC17;24242117;0;0;4000
;NEXGARD AFOXOLANER 68MG PULGAS GARRAPATAS Y ACAROS 10.1 A 25KG 1COMP. MASTICABLES XXC16;24242116;0;0;6000
;NEXGARD SPECTRA 2-3.5 KG 1 COMP;7809590501904;0;0;12000
;NEXGARD SPECTRA INTERNAEXTERNA PERRO 15.1 A 30KG X1COMP. BOEHRINGER INGELHEIM XXC12;24242112;0;0;14000
;NEXGARD SPECTRA INTERNAEXTERNA PERRO 2 A 3.5KG X1COMP. BOEHRINGER INGELHEIM XXC15;24242115;0;0;7500
;NEXGARD SPECTRA INTERNAEXTERNA PERRO 3.6 A 7.5KG X1COMP. BOEHRINGER INGELHEIM XXC14;24242114;0;0;10000
;NEXGARD SPECTRA INTERNAEXTERNA PERRO 30 A 60 X1COMP. BOEHRINGER INGELHEIM XXC11;24242111;0;0;16000
;NEXGARD SPECTRA INTERNAEXTERNA PERRO 7.6 A 15KG X1COMP. BOEHRINGER INGELHEIM XXC13;24242113;0;0;12000
;NEXIUM ESOMEPRAZOL 10MG 28 SOBRES;7501098609814;0;0;45000
;NEXIUM ESOMEPRAZOL 20MG X28COMP LAB. ASTRAZENECA;7896206405533;0;0;30000
;NEXIUM ESOMEPRAZOL 40MG X28COMP LAB. ASTRAZENECA;7896206405557;0;0;53000
;NEZEL XR VENLAFAXINA CLORHIDRATO 150MG X30CAPS MINTLAB B;7800063312262;0;0;23000
;NICODROPS NAFAZOLINA HCL + DEXTRAN 0.25MG + 1MG X10ML LAB. NICOLICK;7800060035652;1;0;20000
;NICOTEARS HIPROMELOSA + DEXTRAN 3MG + 1MG X20ML LAB. NICOLICK;7800060003408;0;0;13000
;NIDAL CONTINUACION APARTIR DE LOS 6 MESES X800G NIDAL;7501058629760;0;0;14000
;NIDAL INICIO 800G NESTLE;8445291236448;10;0;18000
;NIDAL JUNIOR 800G 3;8445291290877;0;0;9000
;NIDO 1+ LECHE PLOVO X 700 GR NESTLE;8445290732514;0;0;8500
;NIDO 1+LECHE POLVO 1350GR NESTLE;8445290510860;0;0;19000
;NIDO 3 + LECHE POLVO X 700 GR NESTLE;8445290732545;0;0;8500
;NIDO 3+ LECHE POLVO1350GR NESTLE;8445290510891;0;0;17000
;NIDO 5+ LECHE EN POLVO 1350GR NESTLE;8445290511027;0;0;20000
;NIDO 5+ LECHE POLVO 700GR;8445290731432;0;0;8500
;NIEVA AGUA MICELAR ILUMINADORA X400ML;4006000067926;0;0;6500
;NIEVA CREMA REAFIRMANTE Q10;4006000086132;0;0;6500
;NIMUS RETARD BEZAFIBRATO 400MG X30COMP LAB. TECNOFARMA;7800070001302;0;0;35000
;NISTAGLOS CREMA 30G;7861073970699;0;0;17000
