Producto;Codigo;Stock;Costo;Precio;Categoria
LEVONORGESTREL + ETINILESTRADIOL 150MG + 30MG X28COMP LAB. MILAB;7800063001081;95;0;1500;Estrógenos, progestágenos y anticoncep.
LEVONORGESTREL 15 MCG+ ETINEESTRADIOL 30 MCG. 28 COMP. DIONELA;5997001370117;0;0;3000;Estrógenos, progestágenos y anticoncep.
LEVONORGESTREL 28COMP HOSP 003MG;7804640561401;0;0;1500;Estrógenos, progestágenos y anticoncep.
LEVORIGOTAX LEVOCETIRIZINA 5 MGML. GTS. 20 ML.LEVORIGOTAX;7804918500507;18;0;10000;Antihistamínicos
LEVORIGOTAX LEVOCETIRIZINA DICLORHIDRATO 2.5 MG5ML. X100ML PRATER B;7804918500514;94;0;6500;Antihistamínicos
LEVORIGOTAX LEVOCETIRIZINA DICLORHIDRATO 5MG X30COMP LAB. PRATER;7804918500279;0;0;4000;Antihistamínicos
LEVOTIROXINA SODICA 50MCG X56COMP. LCH B;7800007807205;8;0;3500;Hormonas tiroideas y antitiroideas
LEVOTIROXINA SODICA 56COMP LCH 75MCG;7800007804730;0;0;3500;Hormonas tiroideas y antitiroideas
LEVOTIROXINA SODICA 84COMP LCH 100MCG;7800007804754;0;0;3500;Hormonas tiroideas y antitiroideas
LIBRAXIN CLORDIAZEPOXIDO + CLIDINIO BROMURO 5MG + 2.5MG X30COMP LAB. DEUTSCHE;7795380002425;8;0;11000;Ansiolíticos, tranquiliz., antimaníacos
LIDOCAINA 10G X50ML LAB. LAFEDAR;7800086746402;0;0;24000;Anestésicos, analépticos y relacionados
LIDOCAINA CLORHIDRATO  10G X50ML LAB. LAFEDAR;7798021296214;14;0;16000;Anestésicos, analépticos y relacionados
LIDOCAINA CLORHIDRATO 2 INYECTABLE 5ML;011780006200524717261231;0;0;1000;Anestésicos, analépticos y relacionados
LIDOCAINA CLORHIDRATO 2% 5ML LAB. SANDERSON;7800062005240;0;0;1000;Anestésicos, analépticos y relacionados
LIDOCAINA CLORHIDRATO GEL4 LCH 15G;7800007144430;36;0;5000;Anestésicos, analépticos y relacionados
LIFE STYLES CLIMAX CNT X3;7804918450246;13;0;3000;SIN CLASIFICAR
LIFE STYLES LARGE C/ESP PRESERVATIVO 12;7804918403488;9;0;5000;Dispositivos y accesorios médicos
LIFE STYLES X3 PRESERVATIVOS SIN LATEX;7804918401316;4;0;4000;SIN CLASIFICAR
LIFE STYLES X3 PRESERVATIVOS SIN LATEX FEEL;75613075175179;0;0;4000;SIN CLASIFICAR
LIFESTYLES PRESERVATIVO ULTRA SENSIBLE X12 UNIDADES. HEALTHCARE;7804918450154;0;0;5500;Dispositivos y accesorios médicos
LIFESTYLES SKIN LARGE;7804918402375;7;0;3500;SIN CLASIFICAR
LIFESTYLES SKYN ELITE 3 UNDS. LAB. PRATER;7804918451663;0;0;3500;SIN CLASIFICAR
LIFESTYLES STUDDED ROUGH RIDER X3 UN.;7804918450031;20;0;2000;SIN CLASIFICAR
LIFTACTIV RETINOL 1.4% 30ML LAB VICHY;3337875821636;0;0;5500;Vitaminas, minerales y oligoelementos
LIMA PARA PIES;LIMA;0;0;1500;Rellenos, acabado dental y prod. p/pulir
LIMA PARA PIES PEDICURE FILE;7805633019251;0;0;2500;Rellenos, acabado dental y prod. p/pulir
LIMA PULIDORA DOBLE PREFACE;7804969800168;0;0;1000;Rellenos, acabado dental y prod. p/pulir
LIMONADA CALIENTE SIN AZUCAR 5G;7805357002225;0;0;500;SIN CLASIFICAR
LIMPIADOR DE HERIDAS 200ML FAMILY SET;7805633016397;10;0;2500;SIN CLASIFICAR
LIMPIADOR DE HIGUIENE DIARIA FEMENINA LACTIBON FEM PH3.5 X240ML;7703281000365;0;0;10000;SIN CLASIFICAR
LIMPIADOR HIDRATANTE CERAVE X236ML;3337875597180;0;0;12000;SIN CLASIFICAR
LIMPIADOR HIDRATANTE SUAVE CERAMIDE SKIN BARRIEDR COMPLEX X236ML;5031413938302;0;0;7500;SIN CLASIFICAR
LIMPIADOR LINGUAL;8427426026766;3;0;3500;SIN CLASIFICAR
LINAGLIPTINA METFORMINA 2.5 MG1000 MG. 60 COMP.;4048846019981;0;0;53000;Antidiabéticos e hiperglicémicos
LINAZA POLVO 100G;9444300654210;0;0;1000;Otros equipos electrom. no especificados
LINIC SHAMPOO ANTICASPA PELO SECO X350ML;7805000322618;0;0;3000;SIN CLASIFICAR
LINOVERA ACEITE 30 ML BRAUN;4046963958787;11;0;22000;Laxantes
LINZAUG HIALURONATO DE SODIO 4MG X10ML LAB. OPKO;7804620835539;0;0;8000;Oftálmicos
LIP GLOSS DOLCE BELLA BRILLO COLAPSIBLE;7709631362114;0;0;1500;SIN CLASIFICAR
LIP OIL RED;7805633029045;1;0;1500;SIN CLASIFICAR
LIP OIL ROSY KISS;7805633029038;1;0;1500;SIN CLASIFICAR
LIP OIL TNT VELV;7805633029052;2;0;1500;SIN CLASIFICAR
LIPSTICK LABIAL RUBY FOR ME 385;3600531543365;0;0;5500;SIN CLASIFICAR
LIREX TIBOLONA 2.5MG X30COMP. SILESIA B;7800020084409;15;0;19000;Estrógenos, progestágenos y anticoncep.
LISTERINE ANTICARIES ZERO ALCOHOL X250ML;7702031976394;0;0;5000;Desinfectantes y esterilización en frío
LISTERINE CONTROL SARRO X 1000 ML;7702035458971;0;0;9000;Dispositivos y accesorios médicos
LISTERINE COOL MINT ENJUAGUE BUCAL FRESCURA INTENSA X180ML JOHNSON Y JOHNSON;7702035432117;0;0;1500;SIN CLASIFICAR
LISTERINE COOL MINT FRESCURA INTENSA ENJUAGUE BUCAL X 1000 ML JOHNSON Y JOHNSON;7702035432506;26;0;8000;SIN CLASIFICAR
LISTERINE COOL MINT FRESCURA SUAVE ENJUAGUE BUCAL X 1000 ML JOHNSON Y JOHNSON;7702031518631;0;0;8000;SIN CLASIFICAR
LISTERINE COOL MINT SIN ACOHOL X180ML JJ;7702031563327;0;0;1500;SIN CLASIFICAR
LISTERINE ENJUAGUE BUCAL ANTICARIES ZERO SABOR MENTA 180ML;7702031976387;0;0;1500;SIN CLASIFICAR
LISTERINE ENJUAGUE BUCAL CONTROL CALCULOSARRO 180ML;7702035430090;0;0;1500;Dispositivos y accesorios médicos
LISTERINE PACK COOL MINT FRESCURA SUAVE ENJUAGUE BUCAL 500ML + 250ML JOHNSON Y JOHNSON;7804623853424;0;0;9000;Equipamiento de uso médico
LIZEDIA 100MG/ML 300ML;8680199000467;3;0;18000;SIN CLASIFICAR
LLAVE TRES PASOS 10CM 50PCS;7798027350040;0;0;1000;Dispositivos y accesorios médicos
LLLAVE DE 3 PASOS CRANBERRY REUTTER;44f1bdzanbt1as;0;0;1500;SIN CLASIFICAR
LOBELIA COMPUESTA II GOTAS ORALES X30ML KNOP;2000341103406;0;0;5500;SIN CLASIFICAR
LOCERYL AMOROLFINA 5% 1.25ML LAB. GALDERMA;3499320012058;0;0;18000;Medicamentos y Productos Farmacéuticos
LOCERYL AMOROLFINA 5% 2.5ML GALDERMA;3499320004893;2;0;30000;Medicamentos y Productos Farmacéuticos
LOCERYL. AMOROLFINA 5 LACA. 2.5 ML. 75 APLICACION;7809320004897;0;0;30000;Medicamentos y Productos Farmacéuticos
LOCION AFTER SHAVE FRESH SKIN BRACER X60ML;7804902023845;8;0;4500;SIN CLASIFICAR
LOCION AFTER SHAVE GRAND BLUE 60ML;7804902023852;8;0;4500;SIN CLASIFICAR
LOCION ANTONIO BANDERAS BLACK SEDUCTION 50 ML;8411061081778;0;0;19000;SIN CLASIFICAR
LOCION CORPORAL EMOLIENTE ISDIN NUTRATOPIC X400;8429420166547;0;0;23000;SIN CLASIFICAR
LOCION CORPORAL HIDRATANTE PEIL SECA O MUY SECA CERAMIDE X400ML;5031413938371;14;0;7500;SIN CLASIFICAR
LOCION DIAVOLO ANTONIO BANDERAS 100ML;8411061849330;0;0;19000;SIN CLASIFICAR
LOCION HIDRATANTE EUCERIN PH5 400ML402G EUC;4005900000774;0;0;18000;SIN CLASIFICAR
LOCION LIMPIADORA NEOLUCID 250ML;7800016008877;2;0;8000;SIN CLASIFICAR
LOCION MEDITERRANEO ANTONIO BANDERAS 100ML;8411061027011;0;0;18000;SIN CLASIFICAR
LOCION MEDITERRANEO ANTONIO BANDERAS 50 ML;8411061292488;0;0;14000;SIN CLASIFICAR
LOCION SEDUCTION DOSES ANTONIO BANDERAS 30ML;8411061957868;0;0;9000;SIN CLASIFICAR
LOMEX OMEPRAZOL 20MG X28CAPS LAB. SAVAL;7800060152298;0;0;21000;Antiulcerosos y relacionados
LOPERAMIDA CLORHIDRATO 2MG. X6COMP LCH;7800007118783;0;0;500;Antidiarreicos, recons. flora intestinal
LORATADINA 10MG X30COMP. LCH B;7800007649126;0;0;500;Antihistamínicos
LORAZEPAM 2MG X30COMP LCH B;7800007121653;10;0;2000;Ansiolíticos, tranquiliz., antimaníacos
LOREAL 6.11;7509552911824;0;0;6500;SIN CLASIFICAR
LOREAL ELV DREAM LO LISS SHAM LO 370ML;7509552847598;0;0;3800;SIN CLASIFICAR
LOREAL MASCARA DE PESTANAS AIR MEGA VOLUME WS 7.9ML;30162174;0;0;10000;SIN CLASIFICAR
LOREAL PARIS LABIAL COLOR RICHE INTENSE VOLUME MATTE 188;30145405;0;0;7000;SIN CLASIFICAR
LOREAL PARIS REVITALIFT PRO RETINOL;7509552898255;1;0;16000;Vitaminas, minerales y oligoelementos
LOSARTAN POTASICO + HIDROCLOROTIAZIDA 50MG + 12.5 X30COMP LAB. ASCEND;7804650881803;0;0;2000;Antihipertensivos
LOSARTAN POTASICO 100MG X30 COMP LAB OPKO;7804620834440;0;0;2000;Antihipertensivos
LOSARTAN POTASICO 100MG X30 COMP. LAB. SEVEN PHARMA;8903726197271;35;0;2000;Antihipertensivos
LOSARTAN POTASICO 50MG X30COMP LCH;7800007810939;0;0;1000;Antihipertensivos
LOSARTAN POTASICO HIDROCLOROTIAZIDA 5012.5 X30COMP. OPKO B;7804620835621;0;0;2000;Antihipertensivos
LOSARTAN POTASIO 50MG. LAB CHILE;7800007807229;0;0;1000;Antihipertensivos
LOTION GOLDEN SIMONDS BABY CARE X 260ML;7804945001626;0;0;3500;SIN CLASIFICAR
LOVE MAR HIGIENE NASAL 50ML I AM PRODUCT;737186533786;0;0;5000;SIN CLASIFICAR
LSPE STK DES.PO.FRESH 45;7509546060460;9;0;2500;SIN CLASIFICAR
LUB C X80G LOCION DE COBRA;5854020626321;105;0;3500;SIN CLASIFICAR
LUBRICANTE Y ESTIMULANTE INTIMO EFECTO CALOR. 40 ML;7800004004560;10;0;4000;SIN CLASIFICAR
LUBRIDERM CREMA CORPORAL PROTECION SOLAR FPS15 X750ML;7702035916679;0;0;9000;Fórmulas especificados por Minsal
LUBRIDERM HUMECTACION DIARIA FAMILIAR 750 ML;7702031244516;0;0;9000;SIN CLASIFICAR
LUBRIDERM PREVENCION FPS 30 750ML;7702031278252;0;0;9000;SIN CLASIFICAR
LUBRIDERM REPARACION INTENSA 400 ML.;7501007528427;0;0;8500;SIN CLASIFICAR
LUMBOPLEX COMP. X60 -LUMBAGO-;7803504002333;0;0;11000;SIN CLASIFICAR
LYCOPODIUM D6 COMPRIMIDOS LAB KNOP;2000110419530;0;0;4000;SIN CLASIFICAR
MAAM CREMA PRENATAL CENTELLA ASIATICA Y ELASTINA X110G BELLCOS;7800007739704;0;0;18000;Fórmulas especificados por Minsal
MACROGOL 3350. 15 SOBRES.;7501871721412;0;0;19000;SIN CLASIFICAR
MACROSAM NITROFURANTOINA MACROCRISTALES 50MG X30CAPS;7800038044709;0;0;7500;Antibióticos
MACROSAN 100MG X30COMP. NITROFURANTOINA MACROCRISTALES 100MG X30CAPS SANITAS B;7800038044723;3;0;11000;Antibióticos
MACROSAN NITROFURANTOINA MACROCRISTALES 100MG X15CAPS LAB. SANITAS;7800038044471;3;0;6000;Antibióticos
MACROSAN NITROFURANTOINA MACROCRISTALES 50MG X20COMP LAB. SANITAS;7800038044457;2;0;4000;Antibióticos
MADECASSOL CENTELLA ASIATICA 1G X10G LAB. BAYER;7805750110244;5;0;10000;Medicamentos y Productos Farmacéuticos
MAG TAB SR LACTATO DE MAGNESIO DIHIDRATADO 85MG;7800008000728;0;0;16000;Vitaminas, minerales y oligoelementos
MAGNATIL C CALCICO VITAMINA C CON MAGNESIO Y CALCIO X30COMP. TECNOFARMA;7800070001586;1;0;27000;Vitaminas, minerales y oligoelementos
MAGNATIL C MAGNESIO CON VITAMINA C 30 COMP LAB. TECNOFARMA;7800070000244;5;0;27000;Vitaminas, minerales y oligoelementos
MAGNESIO 400;4022679138415;6;0;3500;Vitaminas, minerales y oligoelementos
MAGNESIUM ZINC X20 EFERVESCENTES;4022679145482;0;0;5500;Vitaminas, minerales y oligoelementos
MAKEUP REMOVER NEUTROGENA;070501053553;2;0;3000;SIN CLASIFICAR
MALTOFER HIERRO 100MG X30COMP LAB. ANDROMACO;7800018000589;0;0;20000;Vitaminas, minerales y oligoelementos
MALTOFER HIERRO 50ML X30ML LAB. ANDROMACO;7861073971078;2;0;19000;Vitaminas, minerales y oligoelementos
MAM MAMADERA DE VIDRIO PREMIUM 2+ X260ML;9001616703607;0;0;14000;Dispositivos y accesorios médicos
MAM MAMADERA EASY START ANTI-COLIC 2M+ 260ML;9001616503115;3;0;12000;SIN CLASIFICAR
MAM TETINA REP X 2ULT VENT X -6+M-;9001616204005;0;0;8500;SIN CLASIFICAR
MAMADERA;7804945078017;0;0;2500;SIN CLASIFICAR
MAMADERA 240ML BUBU;7805633013747;0;0;2000;SIN CLASIFICAR
MAMADERA ANTIDERRAMES 220ML MAM 4+;9001616698644;0;0;10000;SIN CLASIFICAR
MAMADERA BASICA PLASTICA;7892065326026;0;0;1500;SIN CLASIFICAR
MAMADERA BOCA ANCHA 1 UND.;7804945021204;0;0;5000;SIN CLASIFICAR
MAMADERA BOCA ESTANDAR 270ML SIMONS BABY;7804945002456;1;0;3000;SIN CLASIFICAR
MAMADERA MAM EASY START ANTI COLI 0+ 160ML;9001616503108;3;0;11000;SIN CLASIFICAR
MAMADERA PATITO DE VIDRIO 35 ML MARY;7804627030098;0;0;2000;Dispositivos y accesorios médicos
MAMADERA PATITO DE VIDRIO 35 ML MARY CELESTE;7805854000106;0;0;2000;Dispositivos y accesorios médicos
MAMADERA PATITO DE VIDRIO 35ML;7805854000434;0;0;2000;Dispositivos y accesorios médicos
MAMADERA SIMONDS CON MANGO 270 ML;7804945002494;0;0;3500;SIN CLASIFICAR
MAMADERA TOP KIDS 280ML;6927804581051;0;0;2500;SIN CLASIFICAR
MAMADERA VIDRIO BEST HOUSE X120ML;7806125581010;0;0;2000;Dispositivos y accesorios médicos
MAMADERAS TOP KIDS 1UNI;765439876489;0;0;2500;SIN CLASIFICAR
MANTECA DE CACAO COCO VALMA 1UND;7800044000676;10;0;1000;SIN CLASIFICAR
MANTECA DE CACAO DE PLATANO;7800044000683;0;0;1000;SIN CLASIFICAR
MANTECA DE CACAO FRUTILLA BARRA LAB MAV 1UNI;7800044000669;15;0;1000;SIN CLASIFICAR
MANTECA DE CACAO. BARRA LABIAL.;7800044000249;16;0;1000;SIN CLASIFICAR
MANZANILLA FLOR MATERIA PRIMA 7G;7805357004212;53;0;800;SIN CLASIFICAR
MAQUI PRO VITAMINA C + VITAMINA E 5MG + 5MG X120CAPS LAB. AURA VITAL;7803319004546;0;0;5300;Vitaminas, minerales y oligoelementos
MAQUINA AFEITAR SAFETY RAZOR;6941819748773;0;0;2000;Dispositivos y accesorios médicos
MAQUINA DE AFEITAR BIC ADVANCE 3;070330717565;0;0;1000;Dispositivos y accesorios médicos
MAQUINA DE AFEITAR HOMBRE X2 UNIDADES 3 HOJAS;070330717527;0;0;2000;Dispositivos y accesorios médicos
MAQUINA DE AFEITAR MUJER X2 UNIDADES;070330731769;0;0;2000;Dispositivos y accesorios médicos
MAQUINA DE AFEITAR SOLEIL MUJER;070330731806;0;0;1000;Dispositivos y accesorios médicos
MAQUINA DE AFEITAR WILKINSON X2;78016118;0;0;500;Dispositivos y accesorios médicos
MAQUINA GILLETTE VENUS INTIMA;7500435230599;0;0;1500;Dispositivos y accesorios médicos
MAQUINA SCHICK QUATTRO YOU ALOE x 4 UND;841058022442;0;0;6000;Dispositivos y accesorios médicos
MAREAMIN DIMENHIDRINATO 100MG X20COMP. EUROFARMA;7800046004849;39;0;4000;Medicamentos y Productos Farmacéuticos
MASCARA 24H EFECTO FALSE LASH DOLCE BELLA;7709312398722;0;0;3000;SIN CLASIFICAR
MASCARA CAPILAR MATIZADORA VIOLETA 300G BELKIT PREMIUM;7898466608242;0;0;15000;Dispositivos y accesorios médicos
MASCARA DE PESTANAS A PRUEBA DE AGUA;FVMPAAP;0;0;3000;Agua y electrolitos
MASCARA DE PESTANAS FIBER LASH DOLCE BELLA 10ML;7709631362169;0;0;3000;SIN CLASIFICAR
MASCARA DE PESTANAS MAYBELLINE BIG SHOT VOLUM EXPRESS;41554493856;0;0;10000;SIN CLASIFICAR
MASCARA DE PESTANAS VOGUE AMOR A PRIMERA VISTA WP 9G;7509552840261;0;0;5500;SIN CLASIFICAR
MASCARA DE PESTANAS. PRUEBA AGUA 12G PREFACE;FVMPPAP;0;0;4500;Agua y electrolitos
MASCARA EXPLOSIVE LASH LONG DEFINE 9 GR PZZO;7804907932838;0;0;5000;SIN CLASIFICAR
MASCARA PESTANA DE MUNECA 9G VOGUE;7702433228862;0;0;4000;SIN CLASIFICAR
MASCARA PESTANA LASH PARADISE WATERPROOF 6.4ML LOREAL;3600523591831;0;0;12500;SIN CLASIFICAR
MASCARA PESTANAS LOREAL AIR MEGA VOLUME 9.4ML;30179493;0;0;10000;SIN CLASIFICAR
MASCARA PESTANAS VOLUMEN Y DEFINICION 21.5G DOLCE BELLA;7708133635382;0;0;2500;SIN CLASIFICAR
MASCARILLA 3 PLIEGUES INFANTIL CELESTE 50UND;65673133;0;0;3500;Dispositivos y accesorios médicos
MASCARILLA REPARACION ELVIVE X300G LOREAL;7509552903362;0;0;5000;Dispositivos y accesorios médicos
MATICO COMPUESTO T.M COMP. KNOP;2010120020008;0;0;3500;SIN CLASIFICAR
MATICO+ ALOE + CALENDULA;7805357007992;0;0;7500;Medicamentos y Productos Farmacéuticos
MATICO+CALENDULA + ARNICA;7803504005709;0;0;5000;Medicamentos y Productos Farmacéuticos
MAXIMA FIJACION COREGA;7501065025654;0;0;12000;SIN CLASIFICAR
MAYB.MASC. LS SKY WPBL;041554590913;3;0;12500;SIN CLASIFICAR
MAYBELLINE COLOR SENSATIONAL MATTE LIPSTICK 665 4.2G;41554429909;0;0;5000;SIN CLASIFICAR
MAYBELLINE LAB.MATTE INK 55-DRIVER 5ML;41554543698;0;0;7500;SIN CLASIFICAR
MAYBELLINE LIPSTICK PLUM FOR ME 388 4.2G;3600531543334;0;0;5500;SIN CLASIFICAR
MAYBELLINE MASCARA DE PESTANAS COLOSSAL NEGRO WATERPROOF;41554197044;0;0;11000;SIN CLASIFICAR
MAYBELLINE MASCARA PESTANAS X6ML LOREAL;41554590913;0;0;12500;SIN CLASIFICAR
MAYBELLINE SUPER STAY 24H 005 1.8G;41554237726;0;0;8500;SIN CLASIFICAR
MAYBELLINE SUPERSTAY FULL COVERAGE 24H FOUNDATION 334;41554541502;0;0;10000;SIN CLASIFICAR
MAYN. MASC.LS SKY BLAC;041554590500;3;0;12500;SIN CLASIFICAR
MAYON CREMA ADHESIVA X30 GRS LAB. MAYON;7804972313051;0;0;4000;Fórmulas especificados por Minsal
MEBENDAZOL 100MG X6COMP LAB. MILAB;7800063110905;5;0;1000;Antihelmínticos y otros antiparasitarios
MED+S CEROTTO M 5X5CM;8000246003690;0;0;2500;SIN CLASIFICAR
MEDIAS ANTI-EMBOLIA;4717237992621;0;0;7000;Dispositivos y accesorios médicos
MEDICAPS 130ML;7804651931248;18;0;9500;SIN CLASIFICAR
MEDICASP SHAMPOO KETOCONAZOL 1G X130ML LAB. GENNOMA;650240007019;15;0;9500;Fungicidas o antimicóticos
MEDIDOR DE GLUCOSA;384840518803;0;0;18000;Otras sales
MEDITERRANEO ANTONIO BANDERAS;8411061705919;0;0;19000;SIN CLASIFICAR
MEDS FAMACEROTTO SUTURA ESTERIL 6.4x76MM 2UND ZABBAN;8000246003911;0;0;3000;Sutura y productos relacionados
MEDS FARMACEROTTO VENDITA CON GAZA ANTIADHERENTE 12UND ZABBAN;8000246003799;0;0;2000;SIN CLASIFICAR
MEDS FARMACEROTTO VENDITA GAZA ANTIADHERENTE 20UND GABBAN;8000246003782;0;0;2500;SIN CLASIFICAR
MEDS FARMACEROTTO VENDITA GAZA ANTIADHERENTE 40UND GABBAN;8000246003812;0;0;2500;SIN CLASIFICAR
MEDS PROTECT FILM ADHESIVO ESTERIL TRANSPARENTE IMPERMEABLE AL AL AGUA 100UND 6CMX7CM LAB ROKYMEDS;75613048303063;0;0;600;Agua y electrolitos
MEDS TEJIDO HIPOALERGENICO FIJACION DE APOSITOS 10X10CM FARMATNT;8000246004130;0;0;8000;Dispositivos y accesorios médicos
MELATONINA 3MG ML GOTAS CIRCALIFE;7803501004422;10;0;6000;Otros inductores del sueño
MELATONINA CAPS. 3MG CURAESPRING;7804673040447;27;0;1500;Otros inductores del sueño
MELIPASS 24 CAPSULAS;7803504000247;19;0;3000;SIN CLASIFICAR
MELIPASS MELISSA OFFICINALIS L-PASSIFLORA COERULEA L 127,5 MG-127,5 MG 60 CAPSULAS LAB. KNOP;7803504000254;60;0;3500;SIN CLASIFICAR
MELISA T.M. COMP. KNOP;7803504001756;0;0;3500;SIN CLASIFICAR
MELISSA MEDICAMENTO HOMEOPATICO 30ML LAB KNOP;7803504001701;8;0;6500;SIN CLASIFICAR
MELOXICAM 15MG X10COMP OPKO B;7804620835164;2;0;1000;Analgésico Antinflamatorio
MEMANTINA CLORHIDRATO 20 MG. 30COMP. PHARMATECH;5290931032187;0;0;9500;Antagonista receptores NMDA
MEMANVITAE MEMANTINA CLORHIDRATO 10MG X56COMP LAB. GALENICUM;7804653720642;0;0;14000;Antagonista receptores NMDA
MEMANVITAE MEMANTINA CLORHIDRATO 20MG X56 COMP. GALENICUM B;8437020503198;0;0;19000;Antagonista receptores NMDA
MEMIKARE COMPRIMIDOS 10MG X30COMP. DR. REDDYS B;7804667110279;7;0;6000;SIN CLASIFICAR
MENTALOL LATA UNGUENTO 12 GR. LAB. PORTUGAL;78022522;0;0;1000;SIN CLASIFICAR
MENTH.ANALGESICO DENTAL SOLUCION TOPICA 3.7 ML.;3107420076404;0;0;7500;Otras sales
MENTHOLATUM 85 GRS.;7759307541824;0;0;5000;SIN CLASIFICAR
MENTHOLATUM INHALADOR NASAL;10742206011;0;0;3500;SIN CLASIFICAR
MENTHOLATUM INHALADOR NASAL;75643596569269;0;0;3500;SIN CLASIFICAR
MENTHOLATUM TARRO 30GR HOFMANN;77500403;0;0;3000;SIN CLASIFICAR
MENTHOLATUM UNGUENTO DE USO EXTERNO X36GR HOFMANN;78026537;0;0;3000;SIN CLASIFICAR
MENTHOLATUM UNGUENTO USO EXTERNO X12GR HOFMANN;78037830;0;0;1000;SIN CLASIFICAR
MENTIX 200 MEDAFINILO 200MG X30COMP LAB. MEGALABS;7730698014784;0;0;36000;SIN CLASIFICAR
MENTIX MODAFINILO 100MG X30COMP. LAB.MEGALABS;7730698014777;0;0;24000;Estimulantes/anoréxicos
MEPROKEM METOPROLOL TARTRATO 25MG X30CAPS LAB. ASCEND;7804650885863;0;0;10000;Antihipertensivos
MERPAL DICLOFENACO DIETILAMINA 1.16 SPRAY X110ML PRATER;7804918500040;26;0;6500;Analgésico Antinflamatorio
MERPAL GOTAS ORALES DICLOFENACO RESINATO 15MGML X20ML PRATER;7804918402313;23;0;3500;Analgésico Antinflamatorio
MERPAL SO DICLOFENACO ACIDO LIBRE 18MGML 120ML PRATER;7804918500668;0;0;10000;Analgésico Antinflamatorio
MESALAZINA 500MG X100COMP LAB. HUONS;7809605500099;0;0;45000;Antiinflamatorio
MESIGYNA SOL. INYECTABLE 1 JERINGA PRELLENADA;7501303494471;0;0;12000;Agua y electrolitos
META MUCIL POLVO SUSPENSION ORAL FIBRA X174G;7506339351279;1;0;12000;Otros equipos electrom. no especificados
META MUSIL SABOR NARANJA 425G;7506339351286;3;0;12000;SIN CLASIFICAR
METAMIZOL SODICO 1G 5 AMPOLLAS LAB. BIOSANO;7800061001236;2;0;3000;Analgésico Antipirético
METAMIZOL SODICO COMPRIMIDOS 300 mg X 20;7800063116716;58;0;1000;Analgésico Antipirético
METAMIZOL SODICO DIPIRONA 300GRS;75917907398696;0;0;500;Analgésico Antipirético
METAMIZOL SODICO DIPIRONA 300MG 20COMPVALMA B;7800044001444;0;0;1000;Analgésico Antipirético
METAMIZOL SODICO MONOHIDRATADO-dipirona- 300 MG. 20 COMP.;7800063116715;0;0;1000;Analgésico Antipirético
METFORMINA 850MG X30COMP LAB. ANDROMACO;7800018000541;0;0;1000;Antidiabéticos e hiperglicémicos
METFORMINA CLORHIDRATO + GLIBENCLAMIDA METFORMINA CLORHIDRATO + GLIBENCLAMIDA 500MG + 5MG X30MIN LA;7801000000761;0;0;3500;Antidiabéticos e hiperglicémicos
METFORMINA CLORHIDRATO 750MG 30 COMPRIMIDOS;8902281614438;0;0;4000;Antidiabéticos e hiperglicémicos
METFORMINA CLORHIDRATO 850 MG 60 COMPRIMIDOS;7800018000664;0;0;2500;Antidiabéticos e hiperglicémicos
METFORMINA CLORHIDRATO 850MG X30COMP ASCEND B;7804650880226;0;0;1000;Antidiabéticos e hiperglicémicos
METILDOPA 250MG X20COMP LAB. LCH;7800007122384;0;0;4000;Antihipertensivos
METOCLOPRAMIDA CLORHIDRATO 24COMP LCH 10MG;7800007153937;0;0;1000;Antieméticos y antivértigo
METORENE CLORTALIDONA 12.5 MG X30 COMP LAB. MEGALABS;7800059006922;0;0;5000;Diuréticos
metotrexato 2.5 mg;7800063001371;0;0;17000;Otros citostáticos y coadyuvantes
METRONIDAZOL 075 GEL. 30G;7804640560565;0;0;3000;Amebicidas, Tricomonacidas y Antiprotoz.
METRONIDAZOL 10 OVUL LCH 500MG;7800007142306;0;0;2000;Amebicidas, Tricomonacidas y Antiprotoz.
METRONIDAZOL 500MG X10OVULOS LAB. OPES;7800086812107;0;0;2000;Amebicidas, Tricomonacidas y Antiprotoz.
METROPAST METRONIDAZOL 500 MG. X10 COMP. LAB. PASTEUR;7800068013508;28;0;6000;Amebicidas, Tricomonacidas y Antiprotoz.
METROPAST METRONIDAZOL 500MG X20COMP. LAB. PASTEUR;7800068013515;29;0;10000;Amebicidas, Tricomonacidas y Antiprotoz.
METROPAST OVULOS 500 MG.;7800068013461;0;0;10000;SIN CLASIFICAR
MIA TOALLITAS DESMAQUILLADORAS WATERPROOF X25UNIDADES LAB. SOCOFAR;7805633021469;0;0;1500;SIN CLASIFICAR
MIA TOALLITAS DESMAQUILLANTES;7805633021483;0;0;1000;SIN CLASIFICAR
MICOLAC AMOROLFINA 5G 3.0ML LAB. FOUCHARD;7804612011705;0;0;18000;Medicamentos y Productos Farmacéuticos
MICOLIS ECONAZOL NITRATO 1% X20G LAB. MEGALABS;7861148021745;0;0;8500;Medicamentos y Productos Farmacéuticos
MICROPIROX CICLOPIROX OLAMINA 1%;7795373013322;0;0;13000;Fungicidas o antimicóticos
MICROPORE 3M;7805070401114;0;0;8500;SIN CLASIFICAR
MICROSER BETAHISTINA DICLORHIDRATO 24MG 30 COMPRIMIDOS;7800055001037;0;0;25000;Antivertiginosos
MICROSER BETAHISTINA DICLORHIDRATO 8MG X30COMP LAB. GRUNENTHAL;7800055000375;0;0;30000;Antivertiginosos
