Producto;Codigo;Stock;Costo;Precio;Categoria;Estado
ACEBRON ACENOCUMAROL 4MG X20COMP LAB. ABBOTT;7800026660089;0;0;20000;Anticoagulantes;POR ENCARGO
ACEITE DE ARGAN 30ML;7500682354611;0;0;3000;Laxantes;POR ENCARGO
ACEITE DE BACALAO 60CAPS BLANDAS ANC;7805357004014;0;0;6500;Laxantes;POR ENCARGO
ACEITE DE BACALAO 6MG X200G LAB. AURA VITALIS;7803319000029;0;0;2500;Laxantes;POR ENCARGO
ACEITE DE COCO;4623720660048;0;0;11000;Laxantes;POR ENCARGO
ACEITE DE RICINO X20G LAB. VALMA;7805357002003;0;0;1500;Laxantes;POR ENCARGO
ACEITE PEPA DE CALABAZA 1000MG X60CAPS LAB. NATURALFARMA;7804640562194;0;0;4000;Laxantes;POR ENCARGO
ACEITE ROSA MOSQUETA 100 NATURAL;7892065173286;0;0;4000;Laxantes;POR ENCARGO
ACETAZOLAMIDA 250MG X20COMP LAB. DE CHILE;7800007112583;0;0;3800;Diuréticos;POR ENCARGO
ACETAZOLAMIDA 250MG. X20COMP. LAB. MINTLAB;7800063111032;0;0;3500;Diuréticos;POR ENCARGO
ACETAZOLAMINA 250 MG X20 COMP. LAB. ASCEND;7804650885832;0;0;3500;SIN CLASIFICAR;POR ENCARGO
ACETONA PURA X 60CC LAB. MANAR;7892065357921;0;0;500;SIN CLASIFICAR;POR ENCARGO
ACICLOVIR 200 MG X24COMP.;7800063116372;0;0;2500;Antivirales;POR ENCARGO
ACICLOVIR 200 MG X25 COMP LAB CHILE.;7800007112743;0;0;3000;Antivirales;POR ENCARGO
ACICLOVIR 400 MG X32 COMP. LAB. HETERO;8903726209608;0;0;4000;Antivirales;POR ENCARGO
ACICLOVIR 400 MG. 35 COMP. LAB.MINTLAB B;7800063116778;0;0;3000;Antivirales;POR ENCARGO
ACICLOVIR 5% X15 GRS. CREMA TOPICA LAB ASCEND;7804650885894;0;0;2400;Antivirales;POR ENCARGO
ACICLOVIR 5% X5 GRS. CREMA TOPICA LAB. MINTLAB;7800063160016;0;0;800;Antivirales;POR ENCARGO
ACIDO ACETILSALICILICO 100 MG. X100 COMP. LAB. PASTEUR;7800068030031;0;0;2500;Vitaminas, minerales y oligoelementos;POR ENCARGO
ACIDO MEFENAMICO 500 MG X10 COMP. LAB. CURAESPRING;7804673040225;0;0;500;Vitaminas, minerales y oligoelementos;POR ENCARGO
ACIDO MEFENAMICO 500MG X COMP. LAB. CHILE;7800007173881;0;0;1000;Vitaminas, minerales y oligoelementos;POR ENCARGO
ACIDO SALICILICO 1GR. LAB. DROGUERIA ÑUÑOA;7805357001174;0;0;350;Vitaminas, minerales y oligoelementos;POR ENCARGO
ACIDO VALPROICO 200MG X30COMP LAB. ANDROMACO;7800018000466;0;0;6000;Vitaminas, minerales y oligoelementos;POR ENCARGO
ACIDO VALPROICO 500 MG. 30 COMP. LAB. ANDROMACO;7800018000473;0;0;6500;Vitaminas, minerales y oligoelementos;POR ENCARGO
ACONDICIONADOR SEDAL 340;7791293046433;0;0;3500;SIN CLASIFICAR;POR ENCARGO
ACTIGERON L-ACETILCARNITINA 500MG X30COMP LAB.BAGO;7800028009381;0;0;40000;SIN CLASIFICAR;POR ENCARGO
ADAPAC ADAPALENO 0.3G X30G LAB. FOUCHARD;7804612010661;0;0;17000;Dermatológicos, fanereos;POR ENCARGO
ADIDAS EDT ICE DIVE;3616303321932;0;0;13000;SIN CLASIFICAR;POR ENCARGO
ADVOCATE ANTIPARACITARIO INTERNO Y EXTERNO PARA GATOS 1X0.8 4 A 8 KG ELANCO;4007221048336;0;0;20000;SIN CLASIFICAR;POR ENCARGO
ADVOCATE IMIDACKIORIDA 10% MOXIDECTINA 1% 1X0.4ML PIPETA ELANCO;4007221048329;0;0;13000;Dispositivos y accesorios médicos;POR ENCARGO
AERO TOTAL;7804636190004;0;0;3500;SIN CLASIFICAR;POR ENCARGO
AEROCAMARA UNIVERSAL CAMARA INHALATORIA 1 UND. LAB. MINTLAB;7800063000312;0;0;3500;Dispositivos y accesorios médicos;POR ENCARGO
AEROLIN SALBUTAMOL 100MCG 200DOSIS LAB. GSK;7800029002480;0;0;22000;Broncodilatadores;POR ENCARGO
AEROTROP IPRATROPIO BROMURO 20MCG 250DOSIS LAB. CASSARA;7795373013087;0;0;9000;Antiasmáticos;POR ENCARGO
AESCULUS UNG. 35G KNOP;2030751007612;0;0;5000;SIN CLASIFICAR;POR ENCARGO
AFEITADORA COMFORT 3 ADV SENSIBLE 1 UNIDAD;70330717565;0;0;1000;Equipamiento de uso médico;POR ENCARGO
AFEITADORA FEMENINA SOLEIL BIC 1 UNIDAD;70330731806;0;0;1000;Equipamiento de uso médico;POR ENCARGO
AGATHA RUIZ DE LA PRADA;7807761896896;0;0;17500;SIN CLASIFICAR;POR ENCARGO
AGUA BRAVA;8411061401804;0;0;15000;Agua y electrolitos;POR ENCARGO
AGUA COLONIA 50ML + AFTER SHAVE 90ML OH MISTER CLASSIC;7805633016878;0;0;8000;Agua y electrolitos;POR ENCARGO
AGUA DIAGUITAS 500ML;010501;0;0;1000;Agua y electrolitos;POR ENCARGO
AGUA MICELAR ACIDO HIALURONICO REVITALIFT LOREAL PARIS;7509552843705;0;0;6000;Agua y electrolitos;POR ENCARGO
AGUA MICELAR AHA PETRIZZIO X200ML;7804907994362;0;0;3500;Agua y electrolitos;POR ENCARGO
AGUA MICELAR LIMPIA E HIDRATA 250ML;7708935094554;0;0;5000;Agua y electrolitos;POR ENCARGO
AGUA MICELAR NEUTROGENA X200ML;7891010251048;0;0;5000;Agua y electrolitos;POR ENCARGO
AGUA MISCELAR BIFASICA LOREAL PARIS X200ML;7509552800098;0;0;6500;Agua y electrolitos;POR ENCARGO
AGUA VIVA SUPLEMENTO ALIMETICIO X200ML LAB. ALQUIMIA VERDE;1469852318005;0;0;5000;Agua y electrolitos;POR ENCARGO
AGUAFRESH PACK MENTA X 2;7804900000558;0;0;3500;Equipamiento de uso médico;POR ENCARGO
AGUAS DIAGUITA 500ML;76063093681043;0;0;1000;SIN CLASIFICAR;POR ENCARGO
AGUJA 21 G. UNIDAD. BD;78909878;0;0;100;Agujas inyección, aspirac. y accesorios;POR ENCARGO
AGUJA 23 G. UNIDAD. CRAMBERRY;44Q2BMKAXBA9CB;0;0;100;Agujas inyección, aspirac. y accesorios;POR ENCARGO
AGUJA HIPODERMICA 0.80 X 25MM BD;78909793;0;0;100;Agujas inyección, aspirac. y accesorios;POR ENCARGO
AGUJA HIPODERMICA 18 G X 1.5 PULGADA BD;78909731;0;0;100;Agujas inyección, aspirac. y accesorios;POR ENCARGO
AGUJA HIPODERMICA ESTERIL 26GX12 MT;321;0;0;100;Agujas inyección, aspirac. y accesorios;POR ENCARGO
AJO NEGRO 60 CAP FULL ENERGIC;29040641257;0;0;7500;SIN CLASIFICAR;POR ENCARGO
ALCOHOL 95- 250 ML ELITE;7800045001825;0;0;1500;Desinfectantes y esterilización en frío;POR ENCARGO
ALCOHOL DESNATURALIZADO 95- 500CC CON GATILLO;10030707;0;0;2500;Desinfectantes y esterilización en frío;POR ENCARGO
ALCOHOL DESNATURALIZADO 95- ELITE 1000CC;7800045001849;0;0;3500;Desinfectantes y esterilización en frío;POR ENCARGO
ALCOHOL DESNATURALIZADO CON ITALATO DE ETILO AL 0.2 X60ML;7891537153979;0;0;500;Desinfectantes y esterilización en frío;POR ENCARGO
ALCOHOL GEL 70- X340ML;7801000275961;0;0;3000;Desinfectantes y esterilización en frío;POR ENCARGO
ALCOHOL GEL PARA MANOS ENJUAGUE X60ML SANTEPHARMA;7804647000002;0;0;1000;Desinfectantes y esterilización en frío;POR ENCARGO
ALEJANDRIA;76062168013522;0;0;150;SIN CLASIFICAR;POR ENCARGO
ALEJANDRIA 8G 1UNIDAD LAB. DROGERIA NUÑOA;7805357000009;0;0;600;SIN CLASIFICAR;POR ENCARGO
ALERTEX MODAFINILO 100MG X30COMP LAB. SAVAL;7800060414082;0;0;20000;Estimulantes/anoréxicos;POR ENCARGO
ALERVIT FORTE x 60CAPS VITALAB;737186232986;0;0;5000;SIN CLASIFICAR;POR ENCARGO
ALERXO FEXOFENADINA CLORHIDRATO 120MG X30 COMP. LAB. DE CHILE;7800007805331;0;0;14000;Antihistamínicos;POR ENCARGO
ALERXO FORTE FEXOFENADINA CLORHIDRATO 180MG 30COMP LAB. TEVA;7800007805324;0;0;19000;Antihistamínicos;POR ENCARGO
ALERXO FORTE FEXOFENADINA CLORHIDRATO 180MG TEVA;ALERXO;0;0;17000;Antihistamínicos;POR ENCARGO
ALEXIA - D FEXOFRENADINA CLORHIDRATO + PSEUDOEFEDRINA SULFATO 60MG + 120MG X10CAPS LAB. SAVAL;7800060117037;0;0;12000;Vitaminas, minerales y oligoelementos;POR ENCARGO
ALEXIA FEXOFENADINA 120MG X10COMP LAB. SAVAL;7800060112315;0;0;14000;Antihistamínicos;POR ENCARGO
ALEXIA FORTE 180MG;7800060118782;0;0;16000;SIN CLASIFICAR;POR ENCARGO
ALEXIA FORTE FEXOFENADINA 180MG;7800060119321;0;0;25000;Antihistamínicos;POR ENCARGO
ALFEXA 120MG COMP REC X30 -FEXOFENADINA CLORHIDRATO-;7804650885733;0;0;12500;SIN CLASIFICAR;POR ENCARGO
ALGAS CON OLIVOS COMPUESTO X30ML KNOP;2010341003620;0;0;7000;SIN CLASIFICAR;POR ENCARGO
ALGAS MARINAS CON OLIVOS MEDICAMENTO HOMEOPATICO 50 COMP. LAB. KNOP;2010121011050;0;0;4500;SIN CLASIFICAR;POR ENCARGO
ALGODON AMERICANO CORRIENTE 250G;7806545010237;0;0;2500;Algodón y relacionados;POR ENCARGO
ALGODON AMERICANO HIDROFILO;7806545010121;0;0;1200;Algodón y relacionados;POR ENCARGO
ALGODON HIDROFILO 250GRS AMERICANO;7806545010138;0;0;2500;Algodón y relacionados;POR ENCARGO
ALGODON HIDROFILO ZIG ZAG 200GR ADSORBEX;7806545030198;0;0;2500;Algodón y relacionados;POR ENCARGO
ALGODON REDONDO MULTI USOS 80UND;48341000808;0;0;1500;Algodón y relacionados;POR ENCARGO
ALGOHOL GEL NEUTRO AL 70 250ML;10030448;0;0;2000;SIN CLASIFICAR;POR ENCARGO
ALGON HIDROFILO 200GRS;7805190000303;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ALGON HIDROFILO EN ZIG ZAG;7806545010329;0;0;1200;SIN CLASIFICAR;POR ENCARGO
ALLEGRA D FEXOFENADIAN CLORHIDRATO + PSEUDOEFEDRINA CLORHIDRATO 60MG + 120MG X20COMP LAB. SANOFI;7800056001463;0;0;27000;SIN CLASIFICAR;POR ENCARGO
ALLIUM CEPA T.M. MEDICAMENTO HOMEOPATICO X30ML LAB. KNOP;2010380011075;0;0;7000;SIN CLASIFICAR;POR ENCARGO
ALMIZCLE 1GR QUIMNATURA;9876795248658;0;0;500;SIN CLASIFICAR;POR ENCARGO
ALOE VERA CON OPUNTIA X1000ML VALLE Y SOL;9000000099005;0;0;10000;Medicamentos y Productos Farmacéuticos;POR ENCARGO
ALOE VERA CON OPUNTIA X500ML VALLE Y SOL;9000000000001;0;0;6500;Medicamentos y Productos Farmacéuticos;POR ENCARGO
ALOE VERA GEL X1000ML VALLE Y SOL;7808751000545;0;0;10000;Medicamentos y Productos Farmacéuticos;POR ENCARGO
ALOELAX 24CAPS KNOP;7803504000537;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ALONDRA ALICATE;7805118052308;0;0;6000;SIN CLASIFICAR;POR ENCARGO
ALONDRA CORTA UÑAS 1 UND. LAB. ALONDRA;7805118052100;0;0;34000;SIN CLASIFICAR;POR ENCARGO
ALONDRA CORTAUÑAS PIES 1 UND. LAB. ALONDRA;7805118058720;0;0;2800;SIN CLASIFICAR;POR ENCARGO
ALONDRA ESPONJA PIEDRA POMEZ;7805118024602;0;0;1500;Dispositivos y accesorios médicos;POR ENCARGO
ALOPEK MINOXIDIL 5% 100 GRS AEROSOL TOPICO LAB. PHARMA INVESTI;7703281002185;0;0;29000;Medicamentos y Productos Farmacéuticos;POR ENCARGO
ALOPURINOL 300 MG . 20 COMP. LAB. SEVEN PHARMA;8902281613981;0;0;1000;Fármacos antigota;POR ENCARGO
ALTA D 4 CAPS. 50000UI COLECALCIFEROL;7891317012007;0;0;23000;SIN CLASIFICAR;POR ENCARGO
ALTA ZINC ZINC 15MG X40COMP LAB. SAVAL;7800060122215;0;0;15000;Vitaminas, minerales y oligoelementos;POR ENCARGO
ALTA ZINC ZINC 5MG X30ML LAB. SAVAL;7800060122383;0;0;14000;Vitaminas, minerales y oligoelementos;POR ENCARGO
ALUMBRE ENTERO X 10 GR -CAJ X 25- QUIMNATURA;9980808884440;0;0;1000;SIN CLASIFICAR;POR ENCARGO
ALUMBRE POLVO;9778969688546;0;0;700;Otros equipos electrom. no especificados;POR ENCARGO
AMATO TOPIRAMATO 25MG X60COMP EUROFARMA B;7800046004757;0;0;16000;Anticonvulsivantes, antiepilépticos;POR ENCARGO
AMATO TOPIRAMATO 50MG X60COMP LAB. EUROFARMA;7891317148942;0;0;22000;Anticonvulsivantes, antiepilépticos;POR ENCARGO
AMBIENTADOR AIR FRESHENER HOME SWEET HOME AROMA BEBE;7804947001693;0;0;2000;SIN CLASIFICAR;POR ENCARGO
AMBIENTADOR AIR FRESHENER HOME SWEET HOME TE VERDE X360ML;7804947002362;0;0;2000;Medicamentos y Productos Farmacéuticos;POR ENCARGO
AMBROXOL CLORHIDRATO AMBROXOL CLORHIDRATO 15MG X100 ML LAB.ASCEND;7804650886259;0;0;2000;Productos para tos, mucolíticos;POR ENCARGO
AMBROXOL CLORHIDRATO JARABE ADULTO 30MG5ML BP;8903831007601;0;0;1500;Productos para tos, mucolíticos;POR ENCARGO
AMERICANO ALGODON HIDROFILO 100 GRS LASTRADE HNOS;71603002142;0;0;1200;Algodón y relacionados;POR ENCARGO
AMERICANO ALGODON HIDROFILO 50 GRS LASTRADE HNOS;7806545010114;0;0;500;Algodón y relacionados;POR ENCARGO
AMLODIPINO 10MG ASCEND;7804650880066;0;0;1000;Antihipertensivos;POR ENCARGO
AMLODIPINO 10MG X30 COMP LAB PASTEUR;7800068030208;0;0;1000;Antihipertensivos;POR ENCARGO
AMLODIPINO 5MG X30 COMP LAB. OPKO;7804620834914;0;0;1000;Antihipertensivos;POR ENCARGO
AMOBIOTIC AMOXICILINA 1G X14COMP LAB. TEVA;7800007782397;0;0;13000;Antibióticos;POR ENCARGO
AMOVAL AMOXICILINA 500MG X21COMP LAB. SAVAL;7800060017245;0;0;16000;Antibióticos;POR ENCARGO
AMOXICILINA + ACIDO CLAVULANICO 875MG + 125MG X14COMP LAB. MEDOCHEMIE;5290931004344;0;0;6000;Antibióticos;POR ENCARGO
AMOXICILINA 500MG X60ML  LAB DFM;7801000001836;0;0;2000;Antibióticos;POR ENCARGO
AMOXICILINA ACIDO CLAVULANICO 500 MG. - 125 MG. 20 COMP. LAB. ASCEND;7804650885306;0;0;5500;Antibióticos;POR ENCARGO
AMOXICILINA ACIDO CLAVULANICO 500 MG. - 125 MG. 20 COMP. LAB. ASCEND;75613043935614;0;0;5500;Antibióticos;POR ENCARGO
AMOXICILINA POLVO 500MG/5ML X60ML;7804640560640;0;0;2000;Antibióticos;POR ENCARGO
ANACIN CLASICO ACIDO ACETILSACILILICO325MGCAFEINA15MG 32 COMPRIOMIDOS;7804900000961;0;0;3500;Vitaminas, minerales y oligoelementos;POR ENCARGO
ANACIN MAX ACIDO ACETILSALICILICO + PARACETAMOL + CAFEINA 300MG + 200MG + 45MG X32COMP LAB. GSK;7804900000947;0;0;4000;Vitaminas, minerales y oligoelementos;POR ENCARGO
ANALIA ACETONA USO EXTERNO X60CC DISGAL;7804603700410;0;0;500;SIN CLASIFICAR;POR ENCARGO
ANALIA ALCOHOL 70- X60ML MAQUIPACK;7999788887572;0;0;500;Desinfectantes y esterilización en frío;POR ENCARGO
ANALIA QUITA ESMALTE OLEOSO ROSA MOSQUETA 40CC ALIANZA LTDA;7804603700397;0;0;500;SIN CLASIFICAR;POR ENCARGO
ANALIA VASELINA LIQUIDA 125ML DISGAL;10008010;0;0;1500;Dermatológicos, fanereos;POR ENCARGO
ANILINA AZUL MARINO. MONTBLAC;7805327000039;0;0;2200;SIN CLASIFICAR;POR ENCARGO
ANILINA COLOR AMARILLO ACOLOR;7798112050015;0;0;2000;SIN CLASIFICAR;POR ENCARGO
ANILINA GRIS PERLA. MONTBLANC;7805327000275;0;0;2000;SIN CLASIFICAR;POR ENCARGO
ANILINA MONTBLANC FIJADOR;7805327001005;0;0;2000;Dispositivos y accesorios médicos;POR ENCARGO
ANILINA MONTBLANC VERDE;7805327000220;0;0;2000;Medicamentos y Productos Farmacéuticos;POR ENCARGO
ANILINA MONTBLANC VICUNA;7805327000183;0;0;2000;SIN CLASIFICAR;POR ENCARGO
ANILINA TURQUESA MONTBLANC;7805327000312;0;0;2000;SIN CLASIFICAR;POR ENCARGO
ANILINAS AZUL FRANCIA. MONTBLAC;7805327000046;0;0;2000;SIN CLASIFICAR;POR ENCARGO
ANILINAS TINTES AMARILLO 1UNI MONTBLANC;7805327000251;0;0;2000;SIN CLASIFICAR;POR ENCARGO
ANILINAS TINTES BURDEOS MONT 1UNI;7805327000091;0;0;2000;SIN CLASIFICAR;POR ENCARGO
ANILINAS TINTES CAFE MONT 1UNI;7805327000190;0;0;2000;SIN CLASIFICAR;POR ENCARGO
ANILINAS TINTES DECOLOR 1UNI MONTBLANC;7805327000008;0;0;2000;SIN CLASIFICAR;POR ENCARGO
ANILINAS TINTES FUEGO 1UNI MONTBLANC;7805327000121;0;0;2000;SIN CLASIFICAR;POR ENCARGO
ANIS ESTRELLA 4G;7805357001914;0;0;1000;SIN CLASIFICAR;POR ENCARGO
ANOVULATORIOS LEVONORGESTREL + ETNILESTRADIOL 0.15MG + 0.03MG X21COMP LAB. ANDROMACO;7800018188317;0;0;2000;Estrógenos, progestágenos y anticoncep.;POR ENCARGO
ANSIEDAD FLORES DE BACH 30ML;901000100069;0;0;5000;SIN CLASIFICAR;POR ENCARGO
ANTABUS DISULFIRAMO 500 MG. 24 COMP. LAB. GARDEN;7800023226165;0;0;32000;SIN CLASIFICAR;POR ENCARGO
ANTALIN AMITRIPTILINA CLORHIDRATO + CLORDIAZEPOXIDO. 12.5 MG. + 5 MG. 30 COMP. LAB. SAVAL;7800060005556;0;0;17000;Antidepresivos;POR ENCARGO
ANTEOJOS OPTICOS +1.50;7804669530365;0;0;4000;SIN CLASIFICAR;POR ENCARGO
ANTEOJOS OPTICOS +2.0;7805633015116;0;0;4500;SIN CLASIFICAR;POR ENCARGO
ANTIACIDO ENO LIMON;78032460;0;0;1000;SIN CLASIFICAR;POR ENCARGO
ANTIGENO TES KIT SINGCLEAN UND;6936020115070;0;0;6500;SIN CLASIFICAR;POR ENCARGO
ANTIMETIL EXTRACTO SECO DE RIZOMA DE JENGIBRE 50MG X6COMP. LABORATORIO DE CHILE;7800007803306;0;0;3000;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE DOVE GO FRESH PEPINO-TE 150ML;7791293048475;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE DOVE GO FRESH PERA ALOE VERA CON VIT E;7791293048505;0;0;3000;Agujas inyección, aspirac. y accesorios;POR ENCARGO
ANTITRANSPIRANTE DOVE INVISIBLE DRY ANTI MANCHAS X50ML;78924529;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE DOVE MEN CARE CUIDADO TOTAL X50G;75031060;0;0;3000;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE DOVE MEN CARE ROLL-ON INVISIBLE DRY X50ML;78933354;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE DOVE MEN+CARE PROTECCION TOTAL 45 G.;75076696;0;0;3000;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE EN CREMA EXTRA DRY REXONA;79400301161;0;0;6600;Fórmulas especificados por Minsal;POR ENCARGO
ANTITRANSPIRANTE ETIQUET ACTIVE PROTECTION 60G;7794640170164;0;0;2000;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE ETIQUET MEN X 60G ROLL ON;7794490630511;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE ETIQUET WOMEN DELICIOUS X60G;7794640172625;0;0;2000;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE ETIQUET WOMEN FLORAL SIN ALCOHOL X60G;7794490630443;0;0;3000;Desinfectantes y esterilización en frío;POR ENCARGO
ANTITRANSPIRANTE GEL GILLETTE 5 PROTECT COOL WAVE;7702018913664;0;0;4500;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE HIDROFUGAL CLASSIC NEUTRO SPRAY 150ML;4005800344985;0;0;9000;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE KIDS PREFACE SIN ALCOHOL X75G;7804969171534;0;0;4500;Desinfectantes y esterilización en frío;POR ENCARGO
ANTITRANSPIRANTE NIVEA MEN BLACK WHITE 50G;4006000087030;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE NIVEA PEARLBEAUTY X150ML;4005900937520;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE NIVEA SILVER MEN X54G;4005900919540;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE NIVEA STRESS PROTECT AEROSOL;4005808715688;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE OBAO DERMO EFICACIA 150ML;7509552876345;0;0;3000;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE OBAO DERMO-EFICACIA HIALURONICO;7509552876314;0;0;3000;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE OBAO DERMO-EFICACIA VITAMINA C ACLARANTE X150ML GARNIER;7509552876321;0;0;3000;Vitaminas, minerales y oligoelementos;POR ENCARGO
ANTITRANSPIRANTE REXONA CLINICAL AEROSOL X150ML;7506306214989;0;0;5000;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE REXONA CLINICAL CLEAN X150ML;7506306214972;0;0;5000;SIN CLASIFICAR;POR ENCARGO
ANTITRANSPIRANTE REXONA CLINICAL EN CREMA X48G;79400476692;0;0;5000;Fórmulas especificados por Minsal;POR ENCARGO
ANTITRASPARENTE ROLL ON. TONO NATURAL. NIVEA;4005808630646;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ANTITRASPIRANTE ROLL ON TONO UNIFORME CALENDULA CON VIT E. DOVE;78928503;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ANTITRASPIRANTE SPRAY SECO BLACK 152 ML. AXE BLACK;7791293043746;0;0;2000;SIN CLASIFICAR;POR ENCARGO
ANXIUM  HYPERICUM PERFORATUM  300 MG  60 CAPS.  LAB. KNOP;7803504000865;0;0;14280;SIN CLASIFICAR;POR ENCARGO
ANZAP 10 OLANZAPINA 10MG X30COMP ASCEND B;7804650886792;0;0;11500;Antipsicóticos;POR ENCARGO
ANZAP OLANZAPINA 10MG X30COMP LAB. ASCEND;7804650880219;0;0;12000;Antipsicóticos;POR ENCARGO
APIS COMPUESTO X30ML KNOP;2000341111944;0;0;6500;SIN CLASIFICAR;POR ENCARGO
APIS D6 COMP. KNOP;2000110411947;0;0;4000;SIN CLASIFICAR;POR ENCARGO
APOQUE OCLACITINIB 16MG 20 COMPR.;5414736044217;0;0;49000;SIN CLASIFICAR;POR ENCARGO
APOQUE OCLACITINIB 3.6MG;5414736054643;0;0;36000;SIN CLASIFICAR;POR ENCARGO
APOSITO ADHESIVO TRANSPARENTE 6X7CM 1UND CRANBERRY CJ C;7806130008182;0;0;500;Dispositivos y accesorios médicos;POR ENCARGO
APOSITO ALGINATO+PLATA 5X5 CM X1UND CRANBERRY CJ XX;44A6AEAANFJ3BC;0;0;1000;Dispositivos y accesorios médicos;POR ENCARGO
APOSITO DE ESPUMA NO ADHESIVO 10CMX10CM X1UND FARMACTIVE CJ X;8000246006059;0;0;550;Dispositivos y accesorios médicos;POR ENCARGO
APOSITO DE GASA TRANSPARENTE 5X7;6920230614034;0;0;300;Dispositivos y accesorios médicos;POR ENCARGO
APOSITO DE GASA+ALGODON 13X23;7806130015319;0;0;500;Dispositivos y accesorios médicos;POR ENCARGO
APOSITO GASA NATURAL 10X20 1UND ESTERIL;APOSITO;0;0;3500;Dispositivos y accesorios médicos;POR ENCARGO
APOSITO GASA NATURAL10CM X 20CM;APNG;0;0;500;Dispositivos y accesorios médicos;POR ENCARGO
APOSITO GASA NT + ALGODON EST 10X20 BOLSA X10;7806130016552;0;0;350;Dispositivos y accesorios médicos;POR ENCARGO
APOSITO GASA NT + ALGODON EST 20X25;44A6ASJANFE2BA;0;0;500;Dispositivos y accesorios médicos;POR ENCARGO
APOSITO TRANSPARENTE 15X20 CM;5341343153;0;0;2380;Dispositivos y accesorios médicos;POR ENCARGO
APOSITO TRANSPARENTE CON GAZA 8X15 CM;4415341343;0;0;1000;Dispositivos y accesorios médicos;POR ENCARGO
AQUAFERSH LITTLE TEETH CREM DEN GSK 63G;7794640171161;0;0;2000;SIN CLASIFICAR;POR ENCARGO
AQUAFRESH CREMA DENTAL INTENSE WHITE 2 X 96 GR;7804900000596;0;0;2000;Fórmulas especificados por Minsal;POR ENCARGO
AQUAFRESH LITTLE TEETH CEP DEN GSK 1UNI CON TAPA DE VIAJE;7794640171338;0;0;2000;Dispositivos y accesorios médicos;POR ENCARGO
AQUAFRESH PACK TRIPLE PROTEC. PASTA DENTAL SABOR MENTA X2 316G GSK;7804900000688;0;0;4500;Equipamiento de uso médico;POR ENCARGO
AQUAFRESH TRIPLE PROTECTION X 158G SABOR MENTA;7804900000541;0;0;2000;SIN CLASIFICAR;POR ENCARGO
AQUAFRESH WHITENING CREM DEN GSK 9675G;7794640172311;0;0;1500;SIN CLASIFICAR;POR ENCARGO
ARDO AMARYLL BOMBA EXTRACION MANUAL X1UND;7640109053274;0;0;22000;Dispositivos y accesorios médicos;POR ENCARGO
ARENARIA COMPUESTA GOTAS ORALES X30ML KNOP;2000341103123;0;0;4500;SIN CLASIFICAR;POR ENCARGO
ARIPIPARAZOL 10 MG. 30 COMP. LAB. DE CHILE;7800007810083;0;0;5500;SIN CLASIFICAR;POR ENCARGO
ARIPIPRAZOL 10MG X30COMP ASCEND B;7804650885276;0;0;15000;Antipsicóticos;POR ENCARGO
ARIPIPRAZOL 5 MG X 30 COMPRIMIDOS LAB CHILE;7800007810076;0;0;6500;Antipsicóticos;POR ENCARGO
ARIPIPRAZOL 5MG;7804681740230;0;0;5000;Antipsicóticos;POR ENCARGO
ARIVITAE 5MG ARIPIPRAZOL X28COMP GALENICUM B;8437020503440;0;0;9500;Antipsicóticos;POR ENCARGO
ARIVITAE ARIPIPRAZOL 10MG;7804653720390;0;0;15000;Antipsicóticos;POR ENCARGO
ARIVITAE ARIPIPRAZOL 15MG X28COMP LAB. GALENICUM;7804653720406;0;0;12000;Antipsicóticos;POR ENCARGO
ARIZOL 10MG ARIPIPRAZOL 10MG 28 COMPRIMIDOS;7804656600507;0;0;19000;Antipsicóticos;POR ENCARGO
ARLETTE 28 0075MG DESOGESTREL 28 COMPR.;7800026015162;0;0;14000;Estrógenos, progestágenos y anticoncep.;POR ENCARGO
ARMONYL COMPUESTO GOTAS 30ML;7800004227426;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ARMONYL DIA 20 COMP.VALERIANA+PASSIFLORA+CRATAEGUS;7800004509225;0;0;2000;SIN CLASIFICAR;POR ENCARGO
