Name;SKU;Barcodes;Price;Stock;Category;Laboratory;ActiveIngredients;Bioequivalent;Description;ISP_Code;TherapeuticAction;Units;Concentration;PrescriptionType
DORAZEL SH.100ML;3764;7800006000485;2500;100;VETERINARIA;DRAG PHARMA VETERINARIA MENOR;PERMETRINA,PIPERONIL BUTOXIDO;false;VETERINARIA;;VETERINARIA;;;
FLT SHAMPOO INV;3773;7800006000546;10000;100;VETERINARIA;DRAG PHARMA VETERINARIA MENOR;AZUFRE,PEROXIDO DE BENZOILO,HIDROCLOROTIAZIDA 50 MG;false;VETERINARIA;;VETERINARIA;;;
HASYUN 10 TABL INV;3777;7800006000553;8500;100;VETERINARIA;DRAG PHARMA VETERINARIA MENOR;DEXAMETASONA,MELOXICAM 15 MG;false;VETERINARIA;;VETERINARIA;;;
HEPROTEC JBE 180ML PERRO;3778;7800006000232;8500;100;VETERINARIA;DRAG PHARMA VETERINARIA MENOR;CIANOCOBALAMINA,TIAMINA,COLINA,ACIDO NICOTINICO,EXT.HEPATICO,COLINA CLORHIDRATO,METIONINA,PANTOTENATO DE CALCIO,PIRIDOXINA,RIBOFLAVINA;false;VETERINARIA;;VETERINARIA;;;
INVEADE GOTAS ORAL 15CC.;3782;7800006000683;5000;100;VETERINARIA;DRAG PHARMA VETERINARIA MENOR;VITAMINA A,VITAMINA E,VITAMINA D;false;VETERINARIA;;VETERINARIA;;;
INVERMIC ANTIP.PERRO 10ML;3785;7800006000249;1500;100;VETERINARIA;DRAG PHARMA VETERINARIA MENOR;IVERMECTINA,LEVAMISOL;false;VETERINARIA;;VETERINARIA;;;
OVO 6 ANTICONCEPTIVO 1 CC;3802;7800006000287;4000;100;VETERINARIA;DRAG PHARMA VETERINARIA MENOR;MEDROXIPROGESTERONA;false;VETERINARIA;;VETERINARIA;;;
TRANSIMED GOTAS 15 ML INV;3830;7800006000577;12000;100;VETERINARIA;DRAG PHARMA VETERINARIA MENOR;PREDNISOLONA,PREDNISOLONA ACETATO,MICONAZOL,POLIMIXINA B;false;ANTIBIOTERAPIA;;ANTIBIOTERAPIA;;;
KNOP CHELIDONIUM D-6 COMP.SIM.;3842;2000110414368;3500;100;HOMEOPATIA - H.MEDICINALES;KNOP;;false;PRODUCTOS NATURALES;;PRODUCTOS NATURALES;;;
KNOP COLOCYNTHIS D-6 CM. SIM.;3846;2000110415044;4000;100;HOMEOPATIA - H.MEDICINALES;KNOP;;false;PRODUCTOS NATURALES;;PRODUCTOS NATURALES;;;
DIG-HERBAL X 60 COMP;3849;7803504000230;4000;100;HOMEOPATIA - H.MEDICINALES;KNOP;CHELIDO,BOLDO,TARAXAC,NATR.CH,CYNARA SCO;false;DIGESTIVO;H-810/15;DIGESTIVO;60;COMPRIMIDOS;DIRECTA
KNOP FENOKOMP 39.90COM.;3850;7803504002395;2500;100;HOMEOPATIA - H.MEDICINALES;KNOP;BELLADONA 0.02 MG,ACIDO CITRICO,FENOFTALEINA 50 MG,FENOLFTALEINA,NUX VOMICA 0.02 MG;false;LAXANTE;F-3519/15;LAXANTE;90;COMPRIMIDOS;RECETA MEDICA
GINEMAXIM 40MG.60COM.;3852;7803504005051;7000;100;HOMEOPATIA - H.MEDICINALES;KNOP;CIMICIFUGA RACEMOSA 40 MG;false;PRODUCTOS NATURALES;N-399/15;PRODUCTOS NATURALES;60;COMPRIMIDOS;RECETA MEDICA
KNOP PALTO MIEL INF.125ML;3866;7803504404113;1500;100;HOMEOPATIA - H.MEDICINALES;KNOP;EXTRACTO DE EUCALIPTUS,EXTRACTO DE ANIS,EUCALIPTO 4000 MG,PALTO 4000 MG,MIEL ABEJAS,MIEL,EXTRACTO DE HOJA DE PALTO;false;EXPECTORANTE;K-78/15;EXPECTORANTE;125;MILILITROS;DIRECTA
BLISTEX CR.LAB.MED.;4069;7800008020023;2000;100;FARMACIA;SYNTHON;ALCANFOR 1 %,FENOL 0.45 %;false;PROTECTOR LABIAL;F-3730/15;PROTECTOR LABIAL;6.3;GRAMOS;DIRECTA
FOSFOSODA ORAL 45ML CASEN;4092;301320105049,7805156010063;3000;100;FARMACIA;SYNTHON;BIFOSFATO DE SODIO,BIFOSFATO SODICO,FOSFATO SODICO,FOSFATO DE SODIO;true;LAXANTE;F-3726/15;LAXANTE;45;MILILITROS;RECETA MEDICA
FOILLE UNG.28GR;4095;7800008020030;3000;100;FARMACIA;SYNTHON;ALCOHOL BENCILICO 4 G,BENZOCAINA 2 G;false;QUEMADURAS;F-3728/15;QUEMADURAS;28;GRAMOS;DIRECTA
FOLIFER 30CAP.;4097;7800008010505;9000;100;FARMACIA;SYNTHON;CIANOCOBALAMINA,ACIDO ASCORBICO,ACIDO FOLICO,FUMARATO FERROSO,VITAMINA C;false;ANTIANEMICO;F-8558/16;ANTIANEMICO;30;CAPSULAS;RECETA MEDICA
HALOPERIDOL 5MG.20COM. SYNTHON;4100;7800008010093;5000;100;FARMACIA;GENERICOS;HALOPERIDOL 4 MG;true;NEUROLEPTICO(TRANQUILIZANTE MAYOR);F-4183/15;NEUROLEPTICO(TRANQUILIZANTE MAYOR);20;COMPRIMIDOS;RECETA MEDICA
HEXALECTOL 50COM.REC;4103;7800008030053;8000;100;FARMACIA;SYNTHON;ACIDO GLUTAMICO 400 MG,PIRIDOXINA 2 MG;false;ESTIMULANTES CEREBRALES;;ESTIMULANTES CEREBRALES;50;GRAGEAS;
IVAREST CR.35GR.;4104;7800008020191;3000;100;FARMACIA;SYNTHON;DIFENHIDRAMINA 2000 MG,CALAMINA 14000 MG;false;ANTIPRURIGINOSO;F-3731/15;ANTIPRURIGINOSO;35;GRAMOS;DIRECTA
REXONA WOM.DES.STK.BAMBO 50GR;4333;78004498;2500;100;PERFUMERIA;UNILEVER;;false;DESODORANTES;;DESODORANTES;;;
DENIM COL.MUSK 75ML.;4364;7805000045692,7805000133160;6000;100;PERFUMERIA;DIMASA;;false;FRAGANCIAS MASCULINAS;;FRAGANCIAS MASCULINAS;;;
LINIC SH.VIT.E.GRASO 350ML;4414;7891037005402,7805000161484;3500;100;PERFUMERIA;UNILEVER;;false;SHAMPOO;;SHAMPOO;;;
LINIC SH VIT E NORMAL 350ML;4418;7891037005396;3000;100;PERFUMERIA;UNILEVER;;false;SHAMPOO;;SHAMPOO;;;
PINO SILVESTRE DEO.SP.300ML;4709;679602231831;4500;100;PERFUMERIA;PUIG;;false;DESODORANTES;;DESODORANTES;;;
SUERO RINGER LACTATO 500ML;4761;7809539201406,7800062001846,78085022,7800062000634,7750307001370,7707141349359;1500;100;FARMACIA;LINEA SUEROS;CALCIO CLORURO,LACTATO DE SODIO,CLORURO DE POTASIO,CLORURO DE SODIO;false;REHIDRATANTE;;REHIDRATANTE;500;MILILITROS;
GUANTES QUIRUR ESTER 7.5;4770;9555076109801,7804995107712,1004044,0000002625054;700;100;FARMACIA;MADEGOM;;false;ACCESORIOS MEDICOS;;ACCESORIOS MEDICOS;;;
ARMONYL DÍA GTS.;4789;7800004227426;2500;100;FARMACIA;MAVER;PASSIFLORA,ESPINO 12.5 MG,ESPINO BLANCO,PASIFLORA 20 MG,VALERIANA 50 MG;false;SEDANTES;N-85/16;SEDANTES;30;MILILITROS;DIRECTA
ARMONYL 20CAP.;4790;7800004509225,7800004228423;1500;100;FARMACIA;MAVER;ESPINO BLANCO,ESPINO 25 MG,PASIFLORA 40 MG,PASSIFLORA,VALERIANA 100 MG;false;SEDANTES;N-493/15;SEDANTES;20;COMPRIMIDOS;DIRECTA
DISFRUTA 1SOBRE LIMON;4805;7800004261512,7800004261536;1000;100;FARMACIA;MAVER;BICARBONATO DE SODIO,CARBONATO DE SODIO,ACIDO CITRICO,ACIDO CITRICO 1,BICARBONATO DE SODIO 1;false;ANTIACIDOS;F-14171/14;ANTIACIDOS;1;SOBRES;DIRECTA
DISFRUTA 1SOBRE NATURAL;4806;7800004261505,7800004261529;1000;100;FARMACIA;MAVER;BICARBONATO DE SODIO 2165 MG,CARBONATO DE SODIO 10000 MG,ACIDO CITRICO 2335 MG;false;ANTIACIDOS;F-14170/14;ANTIACIDOS;1;SOBRES;DIRECTA
FIBRASOL 18SOBRES;4815;7800004284450;7500;100;FARMACIA;MAVER;PSYLLIUM;false;LAXANTE;N-86/16;LAXANTE;90;GRAMOS;DIRECTA
MULCATEL JBE.10% 200ML;4825;7800004303434;9000;100;FARMACIA;MAVER;SUCRALFATO 10 G;false;ANTIULCEROSO;F-10437/16;ANTIULCEROSO;200;MILILITROS;RECETA MEDICA
ORALGENE 0.12% 120ML.;4845;7800004340446;2000;100;FARMACIA;MAVER;CLORHEXIDINA 0.12 %;false;ENJUAGUES BUCALES;F-10441/16;ENJUAGUES BUCALES;120;MILILITROS;DIRECTA
PROCTOGEL CR.30GR.;4854;7800004348008;10000;100;FARMACIA;MAVER;LIDOCAINA 2 G,TRIBENOSIDO 5 G;false;ANTIHEMORROIDAL;F-10446/16;ANTIHEMORROIDAL;30;GRAMOS;DIRECTA
TAPSIN ANALGESICO DIA 6COM.;4860;78039957;1000;100;FARMACIA;MAVER;;false;ANALGESICO;;ANALGESICO;;;
TAPSIN LIMONADA DIA CJA.60UN;4863;7800004369607,7800004504404,7800004504381;30000;100;FARMACIA;MAVER;NOSCAPINA,PARACETAMOL,CAFEINA,VITAMINA C;false;ANTIGRIPAL;F-10458/16;ANTIGRIPAL;60;SOBRES;DIRECTA
TAPSIN CALIENTE NOCHE SOBRE 5GRS.;4864;7800004399567,7800004504398,7800004504411;500;100;FARMACIA;MAVER;CLORFENAMINA,NOSCAPINA,PSEUDOEFEDRINA,VITAMINA C,CAFEINA,PARACETAMOL;false;ANTIGRIPAL;F-4/17;ANTIGRIPAL;21;GRAMOS;DIRECTA
SPEED STICK AP CLASSIC PLUS 50 GR;5060;7501035907577;2500;100;PERFUMERIA;COLGATE-PALMOLIVE;;false;DESODORANTES;;DESODORANTES;;;
ANALGESICO DENTAL;5070;3107420076404,310742007640,78026483;6500;100;FARMACIA;MENTHOLATUM;EUGENOL;false;ANESTESICO DENTAL;F-2461/14;ANESTESICO DENTAL;3;MILILITROS;DIRECTA
CALORUB CR.35GR;5071;310742006230,7804995130413,7804995108047,7804995107637,7800742006246,310742200218;4500;100;FARMACIA;MENTHOLATUM;SALICILATO DE METILO 12.8 G,MENTOL 5.91 G;false;ANTIINFLAMATORIO TOPICO;F-13764/19;ANTIINFLAMATORIO TOPICO;35;GRAMOS;DIRECTA
MENTHOLATUM INH.NASAL;5074;010742206011,7804995475378,7800023226516,10742206011;3500;100;FARMACIA;MENTHOLATUM;SALICILATO DE METILO,ALCANFOR 1,MENTOL 1,MENTOL,ALCANFOR;false;DESCONGESTIONANTE NASAL;F-2460/19;DESCONGESTIONANTE NASAL;1;GRAMOS;DIRECTA
MENTHOLATUM LATA 36GR.;5075;78026537;3000;100;FARMACIA;MENTHOLATUM;;false;DESCONGESTIONANTE TOPICO;F-15904/17;DESCONGESTIONANTE TOPICO;21;GRAMOS;DIRECTA
MENTHOLATUM LATA 12GR.;5076;78037830;1000;100;FARMACIA;MENTHOLATUM;;false;DESCONGESTIONANTE TOPICO;F-15904/17;DESCONGESTIONANTE TOPICO;21;GRAMOS;DIRECTA
CEBION GTS. 30ML.;5096;7702418001510,7800017001600;9000;100;FARMACIA;MERCK QUIMICA;ACIDO ASCORBICO 100 MG,VITAMINA C;false;VITAMINOTERAPIA C;;VITAMINOTERAPIA C;;;
CONCOR 2.5MG.28COM.;5100;7800017043402;26000;100;FARMACIA;MERCK QUIMICA;BISOPROLOL 2.5 MG;false;HIPOTENSORES;F-4290/15;HIPOTENSORES;28;COMPRIMIDOS;RECETA MEDICA
DOLO-NEUROBIONTA 20GRA.;5103;7891058009366,7501298213699,7800017021219;16500;100;FARMACIA;MERCK QUIMICA;DICLOFENACO,DICLOFENACO SODICO 50 MG,PIRIDOXINA 50 MG,TIAMINA 50 MG,CIANOCOBALAMINA 1 MG;false;ANALGESICO-ANTIINFLAMATORIO;F-16689/18;ANALGESICO-ANTIINFLAMATORIO;20;COMPRIMIDOS;RECETA MEDICA
EUTIROX 50MCG.50COM.;5108;7501298222608,7800017055252,4022536980720;10000;100;FARMACIA;MERCK QUIMICA;LEVOTIROXINA 50 MCG,LEVOTIROXINA SODICA;false;TIROIDEOTERAPIA;F-20860/19;TIROIDEOTERAPIA;50;COMPRIMIDOS;RECETA MEDICA
EUTIROX 75MCG.50COM.;5109;7501298222615,7800017060256,4022536980737;10000;100;FARMACIA;MERCK QUIMICA;LEVOTIROXINA 0.075 MG,LEVOTIROXINA SODICA;false;TIROIDEOTERAPIA;;TIROIDEOTERAPIA;50;COMPRIMIDOS;
EUTIROX 25MCG.50COM.;5112;7501298222592,4022536980713,7800017041255;9000;100;FARMACIA;MERCK QUIMICA;LEVOTIROXINA 0.025 MG,LEVOTIROXINA SODICA;false;TIROIDEOTERAPIA;;TIROIDEOTERAPIA;50;COMPRIMIDOS;
ILIADIN SP.NASAL AD.10ML;5121;7501298215228,7800017012651;13000;100;FARMACIA;MERCK QUIMICA;BENZALCONIO CLORURO,OXIMETAZOLINA;true;DESCONGESTIONANTE NASAL;F-17530/19;DESCONGESTIONANTE NASAL;10;MILILITROS;RECETA MEDICA
KNOP MATIKOMP UNG. 35GR.;5311;7803504005709;5500;100;HOMEOPATIA - H.MEDICINALES;KNOP;MATICO 2.89 %,ARNICA 2.89 %,CALENDULA 2.89 %;false;REGENERADOR TEJIDO;K-74/15;REGENERADOR TEJIDO;35;GRAMOS;DIRECTA
NOKATAR 40MG.30COM.REC. G.BILOBA;5315;7804918402368;2500;100;FARMACIA;PRATER;GINKGO BILOBA 40 MG;false;VASODIL.CEREBRAL Y PERIFERICO;N-562/15;VASODIL.CEREBRAL Y PERIFERICO;30;COMPRIMIDOS;RECETA MEDICA
LISTERINE COOL MINT 180ML;5725;7702035432117;1500;100;PERFUMERIA;JOHNSON CONSUMO;;false;ENJUAGUES BUCALES;;ENJUAGUES BUCALES;;;
BERSEN 20MG.20COM. (B.E);5786;7800068010644;6500;100;FARMACIA;PASTEUR;PREDNISONA 20 MG;true;CORTICOTERAPIA SISTEMICA;F-11625/16;CORTICOTERAPIA SISTEMICA;20;COMPRIMIDOS;RECETA RETENIDA
DIPATROPIN 10COM.;5801;7800068011375;2500;100;FARMACIA;PASTEUR;ATROPINA,ATROPINA SULFATO 0.5 MG,PAPAVERINA 40 MG;false;ANTIESPASMODICO;F-11642/16;ANTIESPASMODICO;10;COMPRIMIDOS;RECETA MEDICA
DOLCOPIN GTS.15ML;5803;7800068011405;3500;100;FARMACIA;PASTEUR;METAMIZOL 333.4 MG,ESCOPOLAMINA,N-BUTILBROMURO DE HIOSCINA (ESCOPOLAMINA) 6.67 MG;false;ANTIESPASMODICO;F-11643/16;ANTIESPASMODICO;15;MILILITROS;RECETA MEDICA
FERRIGOT GTS.30ML;5811;7800068012051;10000;100;FARMACIA;PASTEUR;HIERRO MALTOSADO,HIERRO,SULFATO FERROSO 125 MG;false;ANTIANEMICO;F-6393/15;ANTIANEMICO;30;MILILITROS;RECETA MEDICA
FISIOLIMP FORTE SOL. NASAL;5813;7800068012099;7000;100;FARMACIA;PASTEUR;CLORURO DE SODIO 0.9 %;false;DESCONGESTIONANTE NASAL;;DESCONGESTIONANTE NASAL;;;
FISIOLIMP SOL.NASAL 0.9%.30ML;5814;7800068014703;3800;100;FARMACIA;PASTEUR;CLORURO DE SODIO 0.9 %;false;DESCONGESTIONANTE NASAL;;DESCONGESTIONANTE NASAL;;;
GINECOPAST 10OV.;5816;7800068015939;13000;100;FARMACIA;PASTEUR;MICONAZOL 100 MG,TINIDAZOL 150 MG;false;ANTIINFECCIOSO VAGINAL;F-15055/15;ANTIINFECCIOSO VAGINAL;10;OVULOS;RECETA MEDICA
METROPAST 500MG.10COM.(B.E);5830;7800068013508;6500;100;FARMACIA;PASTEUR;METRONIDAZOL 500 MG;true;TRICOMONICIDA ORAL;F-11648/16;TRICOMONICIDA ORAL;10;COMPRIMIDOS;RECETA MEDICA
METROPAST 500MG.10.OV.;5831;7800068013461;10000;100;FARMACIA;PASTEUR;METRONIDAZOL 500 MG;false;ANTIINFECCIOSO VAGINAL;F-2574/14;ANTIINFECCIOSO VAGINAL;10;OVULOS;RECETA MEDICA
PHOSLO 60COM.;5836;7800068014031;9500;100;FARMACIA;PASTEUR;ACETATO DE CALCIO 667 MG;false;HIPOFOSFATEMICO;F-11631/16;HIPOFOSFATEMICO;60;COMPRIMIDOS;RECETA MEDICA
PRODEL JBE.120ML.;5843;7800068014130;6500;100;FARMACIA;PASTEUR;TIAMINA 2 MG,NIACINA 20 MG,PIRIDOXINA 2 MG,RIBOFLAVINA 2 MG,VITAMINAS B 1 MG,CLORFENAMINA 2 MG;false;ANTIHISTAMINICO;F-6394/15;ANTIHISTAMINICO;120;MILILITROS;RECETA MEDICA
PRODEL-B JBE.120ML.;5844;7800068014192;8000;100;FARMACIA;PASTEUR;DEXCLORFENAMINA MALEATO 2 MG,DEXCLORFENIRAMINA MALEATO,BETAMETASONA 0.25 MG,CLORFENAMINA 2 MG,DEXCLORFENIRAMINA;false;CORTICOTER.ASOCIADA ORAL;F-11633/16;CORTICOTER.ASOCIADA ORAL;120;MILILITROS;RECETA RETENIDA
PRODEL-B 30COM.;5845;7800068014222;6500;100;FARMACIA;PASTEUR;DEXCLORFENIRAMINA,CLORFENAMINA 2 MG,BETAMETASONA 0.25 MG;false;CORTICOTER.ASOCIADA ORAL;F-11632/16;CORTICOTER.ASOCIADA ORAL;30;COMPRIMIDOS;RECETA RETENIDA
SAE ADULTO 6.SUP.;5852;7800068015830;8000;100;FARMACIA;PASTEUR;ADIFENINA 50 MG,PROPIFENAZONA 440 MG;false;ANTIESPASMODICO;F-11634/16;ANTIESPASMODICO;6;SUPOSITORIOS;RECETA MEDICA
MICOLIS CR.1% 20GR;5973;7800059159055;10000;100;FARMACIA;PHARMA INVESTI;ECONAZOL 1 %;false;ANTIMICOTICO TOPICO;F-5358/15;ANTIMICOTICO TOPICO;20;GRAMOS;RECETA MEDICA
MICOLIS PVO.1% 20GR;5975;7861148021745,7800059159154;8500;100;FARMACIA;PHARMA INVESTI;ECONAZOL;false;ANTIMICOTICO TOPICO;F-5360/15;ANTIMICOTICO TOPICO;20;GRAMOS;RECETA MEDICA
REFLEXAN 10MG.20COM.;5986;7800059178056,7730969301018;5500;100;FARMACIA;PHARMA INVESTI;CICLOBENZAPRINA 10 MG,CLORHIDRATO DE CICLOBENZAPRINA;true;RELAJANTE MUSCULAR;F-21346/14;RELAJANTE MUSCULAR;20;COMPRIMIDOS;RECETA MEDICA
VIADIL AMP.5MG/ML.2UD.;5999;7861148020465,7800059193059;6000;100;FARMACIA;PHARMA INVESTI;PARGEVERINA CLORHIDRATO 5 MG;false;ANTIESPASMODICO;;ANTIESPASMODICO;2;AMPOLLAS;
VIADIL GTS.15ML.;6003;7730698014852,7800059193103;3000;100;FARMACIA;PHARMA INVESTI;PARGEVERINA CLORHIDRATO 5 MG;false;ANTIESPASMODICO;F-5379/15;ANTIESPASMODICO;15;MILILITROS;RECETA MEDICA
PATITO VIDRIO NEFLO;6135;7805854000106,7805854000441,7805854000434,7806130009004;2000;100;PERFUMERIA;NEFLO;;false;ACCESORIOS INFANTILES;;ACCESORIOS INFANTILES;;;
FASARAX 20COM.;6152;7804918400340;2000;100;FARMACIA;PRATER;HIDROXICINA 20 MG,HIDROXIZINA;false;ANTIHISTAMINICO;F-4195/15;ANTIHISTAMINICO;20;COMPRIMIDOS;RECETA MEDICA
FASARAX JBE.120ML.;6153;7804918400357;2500;100;FARMACIA;PRATER;HIDROXICINA 10 MG,HIDROXIZINA;false;ANTIHISTAMINICO;F-4193/15;ANTIHISTAMINICO;120;MILILITROS;RECETA MEDICA
GASOPAX 24COM.MAST.;6156;7804918402047;2000;100;FARMACIA;PRATER;ALUMINIO HIDROXIDO 200 MG,MAGNESIO HIDROXIDO 200 MG,SIMETICONA 25 MG;false;ANTIACIDO-ANTIFLATULENTO;;ANTIACIDO-ANTIFLATULENTO;;;
LIFESTYLES SABOR.3UN.;6162;7804918403112;2500;100;FARMACIA;PRATER;;false;PRESERVATIVO;;PRESERVATIVO;;;
MERPAL GTS.15MG/20ML;6166;7804918402313;4000;100;FARMACIA;PRATER;DICLOFENACO SODICO,DICLOFENACO POTASICO 15 MG;false;ANALGESICO-ANTIPIRETICO;F-10834/16;ANALGESICO-ANTIPIRETICO;20;MILILITROS;RECETA MEDICA
LADYSOFT U/F C/A X8 T/ULTRASECA;6374;7790250096061;1500;100;FARMACIA;CMPC TISSUE;;false;TOALLAS HIGIENICAS;;TOALLAS HIGIENICAS;;;
ATEMPERATOR GTS.25ML.;6613;7800026024461,7800026024454;19000;100;FARMACIA;RECALCINE;ACIDO VALPROICO 300 MG;false;ANTICONVULSIONANTE;F-5662/15;ANTICONVULSIONANTE;25;MILILITROS;RECETA MEDICA
BRONCOT GTS.30ML.;6632;7800026020104;7500;100;FARMACIA;RECALCINE;AMBROXOL CLORHIDRATO,AMBROXOL 7.5 MG;false;EXPECTORANTE;F-10972/16;EXPECTORANTE;30;MILILITROS;RECETA MEDICA
CAPRIMIDA D 320 MG/125 U.I;6640;7800026015940,7800026065099;7500;100;FARMACIA;RECALCINE;CARBONATO DE CALCIO,VITAMINA D,CALCIO 320 MG,VITAMINA D 3,COLECALCIFEROL 1.25 MG,CLACIO;false;CALCIOTERAPIA;F-14353/14;CALCIOTERAPIA;30;CAPSULAS;DIRECTA
CICLOMEX 20.21COM.;6649;7800026029640,7800026001622;18000;100;FARMACIA;RECALCINE;GESTODENO 0.075 MG,ETINILESTRADIOL 0.02 MG;false;ANTICONCEPTIVO ORAL Y VAGINAL;F-11119/16;ANTICONCEPTIVO ORAL Y VAGINAL;21;COMPRIMIDOS;RECETA MEDICA
CICLOMEX 21COM.;6650;7800026029657,7800026001639;20000;100;FARMACIA;RECALCINE;ETINILESTRADIOL 30 MCG,GESTODENO 75 MCG;false;ANTICONCEPTIVO ORAL Y VAGINAL;F-11120/16;ANTICONCEPTIVO ORAL Y VAGINAL;21;COMPRIMIDOS;RECETA MEDICA
FLEMEX J.A.T.JBE.120ML;6731;7800026025505;15000;100;FARMACIA;RECALCINE;CODEINA FOSFATO 10 MG,CODEINA 10 MG,PSEUDOEFEDRINA 7.5 MG,CLORFENAMINA 0.5 MG,PSEUDOEFEDRINA CLORHIDRATO 7.5 MG CLORFENAMINA MALEATO 0.5 MG,TOLU;false;ANTITUSIVO;F-2743/14;ANTITUSIVO;120;MILILITROS;RECETA MEDICA
FLEMEX J.A.T. FTE.JBE.120ML;6732;7800026025499;16000;100;FARMACIA;RECALCINE;TOLU,CLORFENAMINA MALEATO 2 MG,CODEINA 10 MG,PSEUDOEFEDRINA CLORHIDRATO 30 MG,CLORFENAMINA 2 MG,PSEUDOEFEDRINA 30 MG,CODEINA FOSFATO 10 MG;false;ANTITUSIVO;F-7424/16;ANTITUSIVO;120;MILILITROS;RECETA MEDICA
PRIMAQUIN 1MG.30COM.;6830;7800026017319;17000;100;FARMACIA;RECALCINE;ESTRADIOL 1 MG;false;TERAPIA POSMENOPAUSICA;F-11122/16;TERAPIA POSMENOPAUSICA;30;COMPRIMIDOS;RECETA MEDICA
PROGENDO 100MG.30CAP.;6834;7800026005385,7800026029688;19000;100;FARMACIA;GYNOPHARM;PROGESTERONA 100 MG;false;PROGESTAGENOTERAPIA;F-17676/14;PROGESTAGENOTERAPIA;30;CAPSULAS;RECETA MEDICA
VALPIN GTS.25ML.;6889;7800026020920;13000;100;FARMACIA;RECALCINE;OCTATROPINA METILBROMURO,FENOBARBITAL 0.16 G,ANISOTROPINA 0.2 G;false;ANTIESPASMODICO;F-365/18;ANTIESPASMODICO;25;MILILITROS;RECETA MEDICA
ACANTEX 1 GR IV;6933;7800031110234,7800031001570;30000;100;FARMACIA;ROCHE;CEFTRIAXONA;true;CEFALOSPORINOTERAPIA;F-5392/15;CEFALOSPORINOTERAPIA;1;FRASCO-AMPOLLA;RECETA RETENIDA
BEPANTHOL UNG.30GR.;6941;7805750110435,7800031122169;4500;100;FARMACIA;BAYER;DEXPANTENOL 1 MG,VITAMINAS B 1 MG;false;REGENERADOR TEJIDO;;REGENERADOR TEJIDO;;;
MADECASSOL CR.1% 10 GR;6971;7805750110244,3534510008906;10000;100;FARMACIA;BAYER;CENTELLA ASIATICA 1 %;false;REGENERADOR TEJIDO;F-1190/18;REGENERADOR TEJIDO;10;GRAMOS;DIRECTA
PROLOPA 250MG.30COM.;6984;7896226503806,7800031157628;22000;100;FARMACIA;ROCHE;BENSERAZIDA 50 MG,LEVODOPA 200 MG;false;ANTIPARKINSONIANO;F-4169/15;ANTIPARKINSONIANO;30;COMPRIMIDOS;RECETA MEDICA
ALLEGRA-D 20COM.;7021;7800056001463,7795315000649;15000;100;FARMACIA;SANOFI - AVENTIS;PSEUDOEFEDRINA 120 MG,FEXOFENADINA 60 MG;false;ANTIHISTAMINICO-DESCONGESTIONA;;ANTIHISTAMINICO-DESCONGESTIONA;20;COMPRIMIDOS;
BRONTAL JBE.AD.100ML;7213;7800038041364;4000;100;FARMACIA;SANITAS;BROMEXINA,BROMHEXINA 2 MG,CLOFEDIANOL 12.5 MG;true;EXPECTORANTE;F-3273/15;EXPECTORANTE;100;MILILITROS;RECETA MEDICA
BRONTAL JBE.INF.100ML.;7214;7800038041371;5000;100;FARMACIA;SANITAS;BROMHEXINA,CLOFEDIANOL 7 MG,BROMEXINA 1 MG;false;EXPECTORANTE;F-3274/15;EXPECTORANTE;100;MILILITROS;RECETA MEDICA
CARDIOLEN 120 MG X 2O CAP;7219;7800038041463;20000;100;FARMACIA;SANITAS;VERAPAMILO 120 MG;true;HIPOTENSORES;F-3293/15;HIPOTENSORES;20;CAPSULAS;RECETA MEDICA
CARDIOLEN 80MG.20CAP;7220;7800038041456;16000;100;FARMACIA;SANITAS;VERAPAMILO 80 MG;true;HIPOTENSORES;F-3292/15;HIPOTENSORES;20;CAPSULAS;RECETA MEDICA
CEFALMIN 10COM.;7221;7800038041210;1000;100;FARMACIA;SANITAS;CAFEINA 100 MG,CLORFENAMINA 1 MG,ERGOTAMINA 1 MG,METAMIZOL 300 MG,TARTRATO DE ERGOTAMINA,METAMIZOLSODICO (DIPIRONA),MALEATO DE CLORFENAMINA;false;ANTIJAQUECOSO;F-3294/15;ANTIJAQUECOSO;10;COMPRIMIDOS;RECETA MEDICA
COBEFEN JBE.120ML;7227;7800038042200;7500;100;FARMACIA;SANITAS;MALEATO DE DEXCLORFENIRAMINA 2 MG,DEXCLORFENIRAMINA 2 MG,BETAMETASONA 0.25 MG;false;CORTICOTER.ASOCIADA ORAL;F-8903/16;CORTICOTER.ASOCIADA ORAL;120;MILILITROS;RECETA RETENIDA
COBEFEN 30COM.;7228;7800038042187;9000;100;FARMACIA;SANITAS;BETAMETASONA 0.25 MG,DEXCLORFENAMINA MALEATO 2 MG,DEXCLORFENAMINA,DEXCLORFENIRAMINA;false;CORTICOTER.ASOCIADA ORAL;F-8902/16;CORTICOTER.ASOCIADA ORAL;30;COMPRIMIDOS;RECETA RETENIDA
EXTOSEN JBE. 100ML;7238;7800038042828;4000;100;FARMACIA;SANITAS;ISOEFEDRINA,CLORFENAMINA 0.5 MG,PSEUDOEFEDRINA 7.5 MG,CODEINA 10 MG;true;ANTITUSIVO;F-8950/16;ANTITUSIVO;100;MILILITROS;RECETA MEDICA
